rank,prediction_score,pair_id,gene_concept_id,gene_curie,gene_label,disease_concept_id,disease_curie,disease_label,seed_phenotype_count,seed_phenotype_rarity_score,shared_phenotype_count,shared_phenotype_rarity_score,phenotype_jaccard
136,0.969653,47f284ff4daafcb09fcacfd9a7c786fd,50948,NCBIGene:1161,ERCC8,19570,MONDO:0019570,Cockayne syndrome type 2,4,1.25,69,3.5330352055246435,0.2509090909090909
137,0.967757,d30204707c60b24cf4acb1f7a2efc788,51078,NCBIGene:1536,CYBB,9308,MONDO:0009308,"granulomatous disease, chronic, autosomal recessive, cytochrome b-negative",6,1.6,25,2.685933281685235,0.4032258064516129
138,0.966189,c99d6ee11969757bbb8d30b957acaf37,55530,NCBIGene:201625,DNAH12,22797,MONDO:0030430,spermatogenic failure 56,6,0.17207783097742904,9,0.19528288732524576,0.75
139,0.965977,4f256d660c486e5fc68da72ec8c7569e,55530,NCBIGene:201625,DNAH12,23107,MONDO:0031077,spermatogenic failure 76,4,0.1119733013607043,8,0.1368732729627583,0.6666666666666666
140,0.965776,15f21f96f7b0900eae0ce8567a023d25,55530,NCBIGene:201625,DNAH12,26724,MONDO:0859364,spermatogenic failure 80,5,0.12662328552288357,8,0.13512981450198677,0.6666666666666666
141,0.965720,7d60789699cf6f65cd6fead5282d5198,55399,NCBIGene:144535,CFAP54,27125,MONDO:0958206,spermatogenic failure 89,5,0.39915128730918203,12,0.5390024488858026,0.5
142,0.965525,1d5d577698d1a59c5f4386c689627b37,52038,NCBIGene:4688,NCF2,9308,MONDO:0009308,"granulomatous disease, chronic, autosomal recessive, cytochrome b-negative",6,1.2666666666666666,25,2.18616594804168,0.3968253968253968
143,0.961833,4957463d101523b72245fd9594588abe,55399,NCBIGene:144535,CFAP54,27473,MONDO:0978302,spermatogenic failure 100,5,0.39915128730918203,12,0.5390024488858026,0.5
144,0.960799,10c948dfb3341fe2a87fdda662332726,54642,NCBIGene:57502,NLGN4X,10321,MONDO:0010321,"autism, susceptibility to, X-linked 1",4,0.7927350427350427,14,1.0372897314065235,0.4375
145,0.959728,421f976ceff08f2c7c5c30bc67d63c28,53968,NCBIGene:26074,CFAP61,22797,MONDO:0030430,spermatogenic failure 56,7,0.18847127360037985,9,0.19528288732524576,0.8181818181818182
146,0.959728,a8bcb1669efe7cc4507a7219e6c65d50,54809,NCBIGene:65975,STK33,22797,MONDO:0030430,spermatogenic failure 56,7,0.18847127360037985,9,0.19528288732524576,0.8181818181818182
147,0.953738,a5dfafa93693b1842357569b98281e78,54807,NCBIGene:65266,WNK4,13782,MONDO:0013782,pseudohypoaldosteronism type 2E,6,0.48430785829947287,6,0.48430785829947287,0.8571428571428571
148,0.952502,a28a366d8258eddafabbe4ede08243f1,51078,NCBIGene:1536,CYBB,9309,MONDO:0009309,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 1",5,1.1,24,2.185933281685235,0.3870967741935484
149,0.948646,200957100ad16e0173599b2e4f80f332,55399,NCBIGene:144535,CFAP54,27244,MONDO:0971000,spermatogenic failure 93,4,0.23248462064251538,11,0.37233578221913594,0.4583333333333333
150,0.948646,cac229737dcff73a50489a018e1c6781,55399,NCBIGene:144535,CFAP54,26889,MONDO:0957301,spermatogenic failure 84,4,0.23248462064251538,11,0.37233578221913594,0.4583333333333333
151,0.947878,83b88c4c1aee28ff9f4cf0a1d926e9c0,54001,NCBIGene:26509,MYOF,22750,MONDO:0030293,"angioedema, hereditary, 5",6,1.047893546658301,6,1.047893546658301,0.8571428571428571
152,0.942113,3d73718a9ed2347ce38992d21a425f7b,55495,NCBIGene:170691,ADAMTS17,13899,MONDO:0013899,Weill-Marchesani syndrome 3,4,0.21624149659863945,11,0.28298866165272035,0.3333333333333333
153,0.939715,01ab77d19869a9424712eb853e7d2bfa,51815,NCBIGene:3953,LEPR,58428,ORPHA:66628,Obesity due to congenital leptin deficiency,5,0.3767768780926676,20,0.6697145637037282,0.5263157894736842
154,0.933423,e5ac0e6230f4d0061cf37c61c9ea4422,55560,NCBIGene:221711,SYCP2L,27052,MONDO:0958035,premature ovarian failure 23,6,0.4015449280251912,8,0.40347250963587333,0.8
155,0.930792,016010e8a8b4a458c16122c7552e1cbf,55463,NCBIGene:157855,KCNU1,13070,MONDO:0013070,spermatogenic failure 7,5,0.041293414225004835,5,0.041293414225004835,0.7142857142857143
156,0.927919,7c44e582e80fec6ad5a960ef01b49637,53473,NCBIGene:10233,LRRC23,26724,MONDO:0859364,spermatogenic failure 80,6,0.13320223289130462,8,0.13512981450198677,0.8
157,0.927919,c13d8595da017fb2c70a17e0fa682c7e,54667,NCBIGene:57639,CCDC146,26724,MONDO:0859364,spermatogenic failure 80,6,0.13320223289130462,8,0.13512981450198677,0.8
158,0.911029,e252c06b464bdfc6fd941f0f382322be,52964,NCBIGene:7809,BSND,909,MONDO:0000909,Bartter disease type 4B,4,0.95,24,1.554079398837353,0.35294117647058826
159,0.906529,bc0816acbd689e319252cc15fb723cea,55603,NCBIGene:283459,GATC,22674,MONDO:0030006,combined oxidative phosphorylation deficiency 40,8,0.1130231946501513,16,0.13377024254835607,0.8888888888888888
160,0.902005,cdb0d82c1ca70653d84ad3ba6aff937b,53878,NCBIGene:23509,POFUT1,22288,MONDO:0024534,Dowling-Degos disease 1,8,5.783333333333333,26,6.598908219907752,0.8387096774193549
161,0.899870,9af7421ef8a67bc0270180ae2fd35988,53817,NCBIGene:23262,PPIP5K2,12460,MONDO:0012460,autosomal recessive nonsyndromic hearing loss 67,5,0.0922361585058063,5,0.0922361585058063,0.8333333333333334
162,0.892425,57cfa8565353ec9c9694ba32fb9f44a3,50765,NCBIGene:610,HCN2,11443,MONDO:0011443,"febrile seizures, familial, 4",6,0.03884333363372414,6,0.03884333363372414,0.8571428571428571
163,0.889648,6711ba2b1331c3f6a0720f3361eb9708,55415,NCBIGene:146754,DNAH2,24767,MONDO:0054723,spermatogenic failure 19,6,0.09772061353346377,6,0.09772061353346377,0.8571428571428571
164,0.889647,8f07e16a57487c86a05ccb9c508909c5,54518,NCBIGene:55779,CFAP44,24767,MONDO:0054723,spermatogenic failure 19,6,0.08302208616475025,6,0.08302208616475025,0.8571428571428571
165,0.887041,94a1ea2967fdc1ddefe54248b84f69b9,53407,NCBIGene:9984,THOC1,11832,MONDO:0011832,autosomal dominant nonsyndromic hearing loss 44,5,0.36222377433769876,5,0.36222377433769876,0.7142857142857143
166,0.886297,6c286108ce34062d8d53d207f921bb89,54960,NCBIGene:80736,SLC44A4,13593,MONDO:0013593,autosomal dominant nonsyndromic hearing loss 64,5,0.020899683743982843,5,0.020899683743982843,0.8333333333333334
167,0.880322,aef521faa93d633e51f0931c3f35ed0f,51945,NCBIGene:4363,ABCC1,26758,MONDO:0859524,"hearing loss, autosomal dominant 86",5,0.3526630019030149,5,0.3526630019030149,0.8333333333333334
168,0.874938,2a2e683f7d564e379fdfc103f2dc96d1,55041,NCBIGene:84074,QRICH2,24775,MONDO:0054731,spermatogenic failure 27,7,0.2258792290218931,7,0.2258792290218931,0.875
169,0.869439,4feeb1ba5c41b3624668945a3a2e0289,51232,NCBIGene:2033,EP300,58504,ORPHA:353277,Rubinstein-Taybi syndrome due to CREBBP mutations,4,1.5,122,5.421306984549864,0.3495702005730659
170,0.868184,161d0b70ea9988c68be572ea9d7135ed,55672,NCBIGene:342618,SLFN14,13304,MONDO:0013304,von Willebrand disease 2,5,0.03311171131506175,5,0.03311171131506175,0.7142857142857143
171,0.867020,ce79b1bdad23af1b4e6af352618972e2,54497,NCBIGene:55697,VAC14,8995,MONDO:0008995,Yunis-Varon syndrome,8,5,92,8.869306712388028,0.423963133640553
172,0.861883,cc1ec61df3ce4e776ccc11878b8dd31e,55415,NCBIGene:146754,DNAH2,22967,MONDO:0030868,spermatogenic failure 49,6,0.09772061353346377,6,0.09772061353346377,0.8571428571428571
173,0.861882,1e6d9818f9567b289fedafacbbf31d27,54518,NCBIGene:55779,CFAP44,23262,MONDO:0032686,spermatogenic failure 35,6,0.08302208616475025,6,0.08302208616475025,0.8571428571428571
174,0.861152,281c2e7928322691445836c25921c2a9,54518,NCBIGene:55779,CFAP44,26864,MONDO:0957249,spermatogenic failure 82,6,0.08302208616475025,6,0.08302208616475025,0.8571428571428571
175,0.854901,b66caf75becd226591209b56f280ad10,53989,NCBIGene:26249,KLHL3,13782,MONDO:0013782,pseudohypoaldosteronism type 2E,6,0.48430785829947287,6,0.48430785829947287,0.6666666666666666
176,0.852230,1c0c5878e6eaea37af2e2129ba25bc16,55598,NCBIGene:283310,OTOGL,13985,MONDO:0013985,autosomal recessive nonsyndromic hearing loss 18B,4,0.14501232970303013,4,0.14501232970303013,0.8
177,0.848761,d19e309f8fb530d881cb98a23f787428,55467,NCBIGene:159686,CFAP58,24767,MONDO:0054723,spermatogenic failure 19,6,0.09772061353346377,6,0.09772061353346377,0.75
178,0.848761,1084b73017d1a06d358990f288999ee2,53556,NCBIGene:10566,AKAP3,24767,MONDO:0054723,spermatogenic failure 19,6,0.08302208616475025,6,0.08302208616475025,0.75
179,0.848761,d169f7001a83c47cd24cf9d5c13ad869,55041,NCBIGene:84074,QRICH2,24767,MONDO:0054723,spermatogenic failure 19,6,0.08302208616475025,6,0.08302208616475025,0.75
180,0.842401,5375cc2c9eba51a428453e92c3166667,51285,NCBIGene:2177,FANCD2,9215,MONDO:0009215,Fanconi anemia complementation group A,8,2.183333333333333,128,4.5061440832325275,0.7529411764705882
181,0.839495,9926cd605e5e1a925c358925ab76f02b,54445,NCBIGene:55278,QRSL1,22676,MONDO:0030008,combined oxidative phosphorylation deficiency 42,8,0.1130231946501513,16,0.13377024254835607,0.8888888888888888
182,0.835476,90f640e1f19cb074d5f16572e84922d8,53130,NCBIGene:8787,RGS9,27110,MONDO:0958190,prolonged electroretinal response suppression 2,6,0.8441895468235073,6,0.8441895468235073,0.6666666666666666
183,0.821176,4719104d95c47230ac145d1aa5a701d2,51156,NCBIGene:1769,DNAH8,24747,MONDO:0054615,spermatogenic failure 18,7,0.14317515898800923,7,0.14317515898800923,0.7777777777777778
184,0.821176,b1d55929f2e8a24da9000e6f0abc5799,51156,NCBIGene:1769,DNAH8,22665,MONDO:0029147,spermatogenic failure 33,7,0.14317515898800923,7,0.14317515898800923,0.7777777777777778
185,0.818630,f25e1fc06ff501ade438867c8be75f28,50591,NCBIGene:94,ACVRL1,8535,MONDO:0008535,"telangiectasia, hereditary hemorrhagic, type 1",5,2.1666666666666665,38,5.503760065422734,0.40860215053763443
186,0.816482,031168067ee803a4b4d884a25bb9533a,55307,NCBIGene:122481,AK7,22665,MONDO:0029147,spermatogenic failure 33,7,0.09941552878770106,7,0.09941552878770106,0.7777777777777778
187,0.816482,1d2919ae9c587fad380ab9347bc08eeb,55307,NCBIGene:122481,AK7,24747,MONDO:0054615,spermatogenic failure 18,7,0.09941552878770106,7,0.09941552878770106,0.7777777777777778
188,0.816482,1f8757e4f5ce725c4914ecaaa274c330,55398,NCBIGene:144406,CFAP251,24775,MONDO:0054731,spermatogenic failure 27,7,0.09941552878770106,7,0.09941552878770106,0.7777777777777778
189,0.816278,dbffc8a66523f1b16d50045f8c9f9438,53556,NCBIGene:10566,AKAP3,26724,MONDO:0859364,spermatogenic failure 80,7,0.11873637187903596,7,0.11873637187903596,0.875
190,0.815622,96452e4cf196692b0cdf62181a488ac9,51286,NCBIGene:2178,FANCE,9215,MONDO:0009215,Fanconi anemia complementation group A,8,2.183333333333333,128,4.4535366165911645,0.8421052631578947
191,0.812418,c5575affe9b5a097b55e25967bfe18b0,55467,NCBIGene:159686,CFAP58,23652,MONDO:0033673,spermatogenic failure 46,7,0.10131773583562205,7,0.10131773583562205,0.875
192,0.810941,fd7e57e9f1a83118eadd6a8a9b479916,55446,NCBIGene:152137,CCDC50,26758,MONDO:0859524,"hearing loss, autosomal dominant 86",5,0.36222377433769876,5,0.36222377433769876,0.7142857142857143
193,0.809219,3a62787cebb42a20e8fc3d459955c6ce,54958,NCBIGene:80705,TSGA10,14961,MONDO:0014961,spermatogenic failure 16,4,0.1335065289791032,4,0.1335065289791032,0.8
194,0.805125,57c0fef0ce8f88c65dadaea2c956ed91,54566,NCBIGene:56616,DIABLO,22909,MONDO:0030724,"hearing loss, autosomal dominant 84",5,0.007805864571498594,5,0.007805864571498594,0.7142857142857143
195,0.802603,2ef39a3cd2f25d50ad9b3d56ad5e2b0d,54006,NCBIGene:26580,BSCL2,12071,MONDO:0012071,congenital generalized lipodystrophy type 1,5,2.1666666666666665,35,3.1106755498132572,0.2046783625730994
196,0.802413,1e32fa640b0441b95ecf1a76a1e07c3a,54958,NCBIGene:80705,TSGA10,24769,MONDO:0054725,spermatogenic failure 21,4,0.1335065289791032,4,0.1335065289791032,0.8
197,0.794987,5fdd966334920295c8f489899f53c9a4,54585,NCBIGene:56983,POGLUT1,22288,MONDO:0024534,Dowling-Degos disease 1,8,5.783333333333333,26,6.551682046365789,0.5531914893617021
198,0.792945,44b08490b85d787a0569df7334cd349d,55415,NCBIGene:146754,DNAH2,24768,MONDO:0054724,spermatogenic failure 20,5,0.08132717091051296,5,0.08132717091051296,0.7142857142857143
199,0.792945,dd19e85abc2a6934a05d4a208da8e34a,55415,NCBIGene:146754,DNAH2,23453,MONDO:0032898,spermatogenic failure 43,5,0.07391108972393996,5,0.07391108972393996,0.7142857142857143
200,0.781758,abb04b7e2b4200a475c8efbfc01fc4f7,55672,NCBIGene:342618,SLFN14,11136,MONDO:0011136,Quebec platelet disorder,5,0.03311171131506175,5,0.03311171131506175,0.7142857142857143
201,0.781151,4b9749889a00ece5f1db8ec37c58f42a,50866,NCBIGene:881,CCIN,13070,MONDO:0013070,spermatogenic failure 7,5,0.041293414225004835,5,0.041293414225004835,0.5555555555555556
202,0.777158,96c76a1a55ff25a606b5da32bb0d477d,51284,NCBIGene:2176,FANCC,9215,MONDO:0009215,Fanconi anemia complementation group A,7,2.0166666666666666,127,4.450896162273997,0.7839506172839507
203,0.773852,8d92bf72b3619ddd776fe9d3a1407527,53556,NCBIGene:10566,AKAP3,23262,MONDO:0032686,spermatogenic failure 35,6,0.08302208616475025,6,0.08302208616475025,0.75
204,0.772781,cf9d2bed9979eeafe6f4cbc9a9da136b,55041,NCBIGene:84074,QRICH2,26864,MONDO:0957249,spermatogenic failure 82,6,0.08302208616475025,6,0.08302208616475025,0.75
205,0.758572,11aff5fb0babf96ba27eb350476bbe9b,55307,NCBIGene:122481,AK7,22666,MONDO:0029148,spermatogenic failure 34,8,0.24227267164484392,8,0.24227267164484392,0.8888888888888888
206,0.756957,adfc45da65d91cd51bf68452622945bc,55398,NCBIGene:144406,CFAP251,22666,MONDO:0029148,spermatogenic failure 34,8,0.14487007424224652,8,0.14487007424224652,0.8888888888888888
207,0.749790,3aa1d058bc116f0897fd9f8c35dde68a,51838,NCBIGene:4015,LOX,56553,ORPHA:229,Familial aortic dissection,4,1.0595238095238095,19,1.5845935858356315,0.2835820895522388
208,0.746254,75a1c8fdbe6110ffa0450c6d292ae1ef,55041,NCBIGene:84074,QRICH2,22666,MONDO:0029148,spermatogenic failure 34,7,0.2258792290218931,7,0.2258792290218931,0.7777777777777778
209,0.746163,9db3eba7b1ea1865538e24cbb00bb26b,55137,NCBIGene:84957,RELT,12926,MONDO:0012926,amelogenesis imperfecta hypomaturation type 2A2,4,0.135734021369995,4,0.135734021369995,0.6666666666666666
210,0.742306,b75c6725259f2b25749e3cccb04a3be0,52336,NCBIGene:5592,PRKG1,56553,ORPHA:229,Familial aortic dissection,4,1.0595238095238095,19,1.630537805550343,0.3877551020408163
211,0.740125,e38f4a2c8050229d111d9c1791fc76a6,53817,NCBIGene:23262,PPIP5K2,12670,MONDO:0012670,autosomal recessive nonsyndromic hearing loss 63,4,0.09106382556325061,4,0.09106382556325061,0.6666666666666666
212,0.723938,15a02c44d80c25b373f3e30e78d6bc39,53263,NCBIGene:9368,NHERF1,12850,MONDO:0012850,hypophosphatemic nephrolithiasis/osteoporosis 1,8,0.13687692902303544,8,0.13687692902303544,0.8888888888888888
213,0.717706,539a560576ac0284db76ccb5929b8db1,52845,NCBIGene:7234,TRU-TCA1-1,14448,MONDO:0014448,"hyperthyroxinemia, familial dysalbuminemic",4,1.075,5,1.0752326663564449,0.35714285714285715
214,0.714010,a0784b0ee1e5b03295247ee0c916bb69,55299,NCBIGene:120227,CYP2R1,20723,MONDO:0020723,"vitamin D-dependent rickets, type 1A",6,1.369047619047619,47,3.190775088094196,0.5340909090909091
215,0.713087,091663dd124a826536ccea0476e096cf,54807,NCBIGene:65266,WNK4,13781,MONDO:0013781,pseudohypoaldosteronism type 2D,6,0.48430785829947287,6,0.48430785829947287,0.75
216,0.710491,9ac3210bd0c0e73395333a61e6436236,52998,NCBIGene:8076,MFAP5,56553,ORPHA:229,Familial aortic dissection,4,1.0595238095238095,19,1.539628714641252,0.34545454545454546
217,0.710256,ada9a065c51e6ed5fdad272deca16fcb,55398,NCBIGene:144406,CFAP251,23652,MONDO:0033673,spermatogenic failure 46,7,0.14317515898800923,7,0.14317515898800923,0.7777777777777778
218,0.710256,e8f6ac1ad997288a129387194116270d,55398,NCBIGene:144406,CFAP251,23107,MONDO:0031077,spermatogenic failure 76,7,0.1204798303398075,7,0.1204798303398075,0.7777777777777778
219,0.705545,a75beca1a804a279a0ec8c914e659bca,54899,NCBIGene:79875,THSD4,56553,ORPHA:229,Familial aortic dissection,4,1.0595238095238095,19,1.5663314356147182,0.3220338983050847
220,0.694417,dc5612f94af1688f1df6dd9ed8a75d09,53059,NCBIGene:8452,CUL3,13781,MONDO:0013781,pseudohypoaldosteronism type 2D,4,0.4815270935960591,6,0.48458235733872623,0.18181818181818182
221,0.693146,fe4ebbe15a42e91e72335111dc7c715f,55215,NCBIGene:92211,CDHR1,19200,MONDO:0019200,retinitis pigmentosa,6,2.5801587301587303,34,3.0708965186187607,0.576271186440678
222,0.692285,140fcb05036f5c723468d974c165541c,52176,NCBIGene:5122,PCSK1,56872,ORPHA:71526,Obesity due to pro-opiomelanocortin deficiency,5,0.5306850012732366,18,0.6871066207177791,0.6
223,0.683325,7f9001262bf49307d992972709345ea3,55027,NCBIGene:83894,TTC29,23402,MONDO:0032845,spermatogenic failure 39,7,0.2088317246445749,7,0.2088317246445749,0.7
224,0.680457,9a8748da820b149e873d4be509e3ef55,55463,NCBIGene:157855,KCNU1,22916,MONDO:0030733,spermatogenic failure 70,5,0.041293414225004835,5,0.041293414225004835,0.7142857142857143
225,0.680454,a4793399b500317da8ba26dea6b67402,55287,NCBIGene:117144,CATSPER1,22916,MONDO:0030733,spermatogenic failure 70,5,0.041293414225004835,5,0.041293414225004835,0.7142857142857143
226,0.679123,634696b61a7ffe39345c128f2c16be78,55287,NCBIGene:117144,CATSPER1,26713,MONDO:0859352,spermatogenic failure 79,5,0.041293414225004835,5,0.041293414225004835,0.7142857142857143
227,0.674307,968c4681071fe5e26d6fe85d0d31bc04,51156,NCBIGene:1769,DNAH8,22666,MONDO:0029148,spermatogenic failure 34,7,0.14317515898800923,7,0.14317515898800923,0.7
228,0.673387,37a09beb6a4a90a3fe0a9df2c91ea134,55294,NCBIGene:118491,CFAP70,22951,MONDO:0030844,spermatogenic failure 47,5,0.10951458015734054,5,0.10951458015734054,0.7142857142857143
229,0.673387,05ac630346d6cb40fadb3592dba72da3,54518,NCBIGene:55779,CFAP44,23650,MONDO:0033671,spermatogenic failure 45,5,0.08132717091051296,5,0.08132717091051296,0.7142857142857143
230,0.672204,d844750ab048f931ac710a6ef8bb291f,55027,NCBIGene:83894,TTC29,24767,MONDO:0054723,spermatogenic failure 19,6,0.09772061353346377,6,0.09772061353346377,0.6666666666666666
231,0.672204,fc5904117b80f0eeb2a16b20ae3ac59c,51156,NCBIGene:1769,DNAH8,24767,MONDO:0054723,spermatogenic failure 19,6,0.09772061353346377,6,0.09772061353346377,0.6666666666666666
232,0.667320,1c0733e724afe9331e92d41d65c6f70c,55307,NCBIGene:122481,AK7,23402,MONDO:0032845,spermatogenic failure 39,7,0.09941552878770106,7,0.09941552878770106,0.7
233,0.667320,88bb5926e4af132e844a55f46f50c3ef,55398,NCBIGene:144406,CFAP251,23402,MONDO:0032845,spermatogenic failure 39,7,0.09941552878770106,7,0.09941552878770106,0.7
234,0.661142,83283d976547b8437c541f4b0e9db2a9,55530,NCBIGene:201625,DNAH12,25888,MONDO:0700290,spermatogenic failure 98,8,0.4637444976440957,11,0.4869495539919124,0.8461538461538461
235,0.658383,8b5fd12d90e78cac08e8b2eb01f4a36a,53248,NCBIGene:9313,MMP20,23285,MONDO:0032717,"amelogenesis imperfecta, type 3C",4,0.135734021369995,4,0.135734021369995,0.6666666666666666
236,0.655703,a4ce5f78795e25019649b58725a296e1,55548,NCBIGene:220074,LRTOMT,23301,MONDO:0032740,"hearing loss, autosomal recessive 100",4,0.09106382556325061,4,0.09106382556325061,0.6666666666666666
237,0.653888,0db96b440ce9f5bbc2d9fab0858f032f,53102,NCBIGene:8632,DNAH17,23451,MONDO:0032896,spermatogenic failure 42,6,0.20859905828813002,7,0.2088317246445749,0.7
238,0.652395,6affe89901db8b4fae6f9bc59e5ac26d,53324,NCBIGene:9622,KLK4,8770,MONDO:0008770,amelogenesis imperfecta type 1C,5,0.2266431122790859,5,0.2266431122790859,0.625
239,0.645701,1249bc0e54682938bab4f23ec8401074,55041,NCBIGene:84074,QRICH2,22936,MONDO:0030809,spermatogenic failure 72,7,0.2258792290218931,7,0.2258792290218931,0.7777777777777778
240,0.644467,3cad62f93d79ab635fe041a1742a0367,55455,NCBIGene:154313,CFAP206,24747,MONDO:0054615,spermatogenic failure 18,6,0.12824396526285084,7,0.1284766316192957,0.7
241,0.644467,f263e140629dc8271a31b4889ed1e5c6,55455,NCBIGene:154313,CFAP206,22665,MONDO:0029147,spermatogenic failure 33,6,0.12824396526285084,7,0.1284766316192957,0.7
242,0.637184,13a32c284d4e88737cba9fcbc291ce13,53102,NCBIGene:8632,DNAH17,24775,MONDO:0054731,spermatogenic failure 27,6,0.09918286243125621,7,0.09941552878770106,0.7
243,0.637184,43f599f9313867569ea85e19dee0b302,53102,NCBIGene:8632,DNAH17,24747,MONDO:0054615,spermatogenic failure 18,6,0.09918286243125621,7,0.09941552878770106,0.7
244,0.637184,bb7552ac715d993fe16df8c683808ec2,53102,NCBIGene:8632,DNAH17,22665,MONDO:0029147,spermatogenic failure 33,6,0.09918286243125621,7,0.09941552878770106,0.7
245,0.637031,690ba367ac5a07232c10e65403929b17,55138,NCBIGene:84971,ATG4D,14847,MONDO:0014847,spermatogenic failure 15,5,0.4478182636077373,7,0.4497458452184194,0.6363636363636364
246,0.632761,665c098986c41566e59d52365a01a00d,53473,NCBIGene:10233,LRRC23,27244,MONDO:0971000,spermatogenic failure 93,8,0.27459567551425546,10,0.2765232571249376,0.9090909090909091
247,0.632761,72445d19987bab4a5910b27358c16bc4,53473,NCBIGene:10233,LRRC23,26889,MONDO:0957301,spermatogenic failure 84,8,0.27459567551425546,10,0.2765232571249376,0.9090909090909091
248,0.632140,cf0494f1a45b3ccbc35c5e39d4869f8e,53556,NCBIGene:10566,AKAP3,22936,MONDO:0030809,spermatogenic failure 72,7,0.11873637187903596,7,0.11873637187903596,0.7777777777777778
249,0.630469,1252cef2c736c1e76eedb66c6a9304d2,53968,NCBIGene:26074,CFAP61,27125,MONDO:0958206,spermatogenic failure 89,8,0.31347127360037985,11,0.32197780257948305,0.9166666666666666
250,0.630469,a499f73068a94e60ea751640000c62b8,54809,NCBIGene:65975,STK33,27125,MONDO:0958206,spermatogenic failure 89,8,0.31347127360037985,11,0.32197780257948305,0.9166666666666666
