rank,prediction_score,novelty_adjusted_score,novelty_bucket,strict_novelty_pass,pair_id,geneConceptId,gene_curie,gene_label,diseaseConceptId,disease_curie,disease_label,seed_phenotype_count,seed_phenotype_rarity_score,shared_phenotype_count,shared_phenotype_rarity_score,phenotype_jaccard,exact_match_count,equivalent_match_count,ancestor_match_count,descendant_match_count,shared_family_match_count,existing_match_examples,shared_family_examples
223,0.287184,0.287184,novel_candidate,true,c537154a4527dcadce60442b72b55f85,54773,NCBIGene:64601,VPS16,57967,ORPHA:589618,Dystonia 28,4,0.4153846153846154,5,0.4239316239316239,0.11627906976744186,0,0,0,0,0,,
224,0.28707,0.28707,novel_candidate,true,97b28266d1dbef2693868846397b7b01,52977,NCBIGene:7873,MANF,26846,MONDO:0957208,"pituitary hormone deficiency, combined or isolated, 8",4,0.1891233766233766,5,0.1896864396864397,0.17857142857142858,0,0,0,0,0,,
228,0.280682,0.280682,novel_candidate,true,b77b69db3399e02831f5bf7b9f0d6bd2,52620,NCBIGene:6591,SNAI2,12698,MONDO:0012698,Waardenburg syndrome type 2E,4,0.2145029239766082,8,0.28779807845395655,0.1568627450980392,0,0,0,0,0,,
230,0.277043,0.277043,novel_candidate,true,c08483a52c350ed2084a798df57ac4c5,54788,NCBIGene:64856,VWA1,56840,ORPHA:99953,Charcot-Marie-Tooth disease type 4G,4,0.09936542162991033,6,0.10396834683369391,0.14285714285714285,0,0,0,0,0,,
231,0.272993,0.272993,novel_candidate,true,3a0cbc536f88478717378260525b50b1,52965,NCBIGene:7818,DAP3,22917,MONDO:0030736,ovarian dysgenesis 10,5,0.09490705128205128,6,0.09513971763849614,0.25,0,0,0,0,0,,
232,0.26864,0.26864,novel_candidate,true,51793f66bfa19ea49341af612a2fa460,54116,NCBIGene:29980,DONSON,9039,MONDO:0009039,Baller-Gerold syndrome,5,0.30759822703027573,16,0.3655566164272153,0.0963855421686747,0,0,0,0,0,,
233,0.268496,0.268496,novel_candidate,true,b5e4c246312cce3e1186e038105a1c52,52620,NCBIGene:6591,SNAI2,8670,MONDO:0008670,Waardenburg syndrome type 1,4,0.2145029239766082,8,0.26587786528329654,0.16,0,0,0,0,0,,
234,0.267965,0.267965,novel_candidate,true,9a76631cae993cb6a78a518f9edd265c,51882,NCBIGene:4149,MAX,58598,ORPHA:276621,Sporadic pheochromocytoma/secreting paraganglioma,4,0.9333333333333333,36,2.963159157053276,0.46153846153846156,0,0,0,0,0,,
235,0.267534,0.267534,novel_candidate,true,6ef7ef735961cf339cebf5d50a37f9ab,51978,NCBIGene:4552,MTRR,9609,MONDO:0009609,methylcobalamin deficiency type cblG,4,0.5972222222222222,25,0.7906861004338633,0.2717391304347826,0,0,0,0,0,,
236,0.265896,0.265896,novel_candidate,true,3365d1616f7d678bd15a7f706fdb22ed,55549,NCBIGene:220136,CFAP53,13463,MONDO:0013463,"congenital heart defects, multiple types, 6",4,0.13273711286557532,4,0.13273711286557532,0.17391304347826086,0,0,0,0,0,,
238,0.26402,0.26402,novel_candidate,true,bf3676f6bf87911ed0e2bbcb9e8ff9a6,55539,NCBIGene:204219,CERS3,25844,MONDO:0700245,"epidermolytic hyperkeratosis 2B, autosomal recessive",4,0.15444002908939794,8,0.17904390830097094,0.26666666666666666,0,0,0,0,0,,
239,0.263949,0.263949,novel_candidate,true,5c7bc420f1849c27a56eaeddf34a984f,54306,NCBIGene:54413,NLGN3,10342,MONDO:0010342,"autism, susceptibility to, X-linked 3",4,0.7927350427350427,14,1.0426683086478092,0.4666666666666667,0,0,0,0,0,,
243,0.259357,0.259357,novel_candidate,true,ab344926716ace6d981b926ebe251572,54610,NCBIGene:57156,TMEM63C,58665,ORPHA:100991,Autosomal dominant spastic paraplegia type 10,5,0.07110991051780526,5,0.07110991051780526,0.12195121951219512,0,0,0,0,0,,
244,0.257316,0.257316,novel_candidate,true,8598f6585ec031793ef51375a30b34df,51898,NCBIGene:4191,MDH2,58598,ORPHA:276621,Sporadic pheochromocytoma/secreting paraganglioma,6,1.0666666666666667,36,2.490582694046161,0.46153846153846156,0,0,0,0,0,,
245,0.256411,0.256411,novel_candidate,true,3acc7b04579cc65dac3a94abbad38ac1,51880,NCBIGene:4144,MAT2A,56553,ORPHA:229,Familial aortic dissection,4,1.0595238095238095,19,1.4920096670222043,0.4523809523809524,0,0,0,0,0,,
246,0.256411,0.256411,novel_candidate,true,e88df7b7b4b18bb0c639bbf7df676ebd,53872,NCBIGene:23493,HEY2,56553,ORPHA:229,Familial aortic dissection,4,1.0595238095238095,19,1.4920096670222043,0.4523809523809524,0,0,0,0,0,,
247,0.255488,0.255488,novel_candidate,true,fc53c502dd34bd68b04265c795d9a18e,54989,NCBIGene:81790,RNF170,27637,MONDO:0980971,"charcot-marie-tooth disease, axonal, type 2MM",4,0.18219042589751971,11,0.23221723012740306,0.16666666666666666,0,0,0,0,0,,
248,0.250653,0.250653,novel_candidate,true,6b2773a5f36e6486869dfb1b0a169947,52903,NCBIGene:7421,VDR,9431,MONDO:0009431,hereditary hypophosphatemic rickets with hypercalciuria,5,0.7289682539682539,29,1.3495909180363317,0.3411764705882353,0,0,0,0,0,,
249,0.250104,0.250104,novel_candidate,true,b1f645224aa8cdb3d1f209857a02b916,55511,NCBIGene:199221,DZIP1L,57011,ORPHA:171,Primary sclerosing cholangitis,4,0.3659090909090909,13,0.46055882988274355,0.12871287128712872,0,0,0,0,0,,
