rank,prediction_score,pair_id,gene_concept_id,gene_curie,gene_label,disease_concept_id,disease_curie,disease_label,seed_phenotype_count,seed_phenotype_rarity_score,shared_phenotype_count,shared_phenotype_rarity_score,phenotype_jaccard
122,0.430514,cac5aa70f506f397ac40426fd2fe0a37,52214,NCBIGene:5224,PGAM2,9295,MONDO:0009295,glycogen storage disease VII,4,0.0776109274604657,5,0.07784359381691056,0.16129032258064516
123,0.430514,488bd4a050d67bdb5addf9af42030e92,55672,NCBIGene:342618,SLFN14,15912,MONDO:0015912,macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss,5,0.03311171131506175,5,0.03311171131506175,0.2631578947368421
124,0.430514,0107314a15701c4f0a657dab38a53127,53163,NCBIGene:8898,MTMR2,7308,MONDO:0007308,Charcot-Marie-Tooth disease type 2A1,5,0.0330498250072994,5,0.0330498250072994,0.1724137931034483
125,0.430514,d661028a164c6b59797849babd4fde82,52987,NCBIGene:7991,TUSC3,9279,MONDO:0009279,triple-A syndrome,5,0.0025576088000048127,5,0.0025576088000048127,0.1724137931034483
126,0.430514,3970196182387d1635d09a5bed798c04,50880,NCBIGene:948,CD36,15912,MONDO:0015912,macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss,4,0.12144150539940694,4,0.12144150539940694,0.2
127,0.421647,ff46a460987940905d15bfa0aec01453,55773,NCBIGene:653361,NCF1,9310,MONDO:0009310,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 2",4,0.9,27,2.221192975068707,0.10975609756097561
128,0.421647,6e1cd8402e835c7d9de544dd4eb5ed36,55773,NCBIGene:653361,NCF1,10600,MONDO:0010600,"granulomatous disease, chronic, X-linked",4,0.9,25,2.1884332816852354,0.10330578512396695
129,0.421647,95deace3d457557c77d72e649025cf85,55773,NCBIGene:653361,NCF1,9308,MONDO:0009308,"granulomatous disease, chronic, autosomal recessive, cytochrome b-negative",4,0.9,25,2.18616594804168,0.10683760683760683
130,0.421647,823c7c10646b221b761859c2f6927c14,51100,NCBIGene:1605,DAG1,58946,ORPHA:559,Marinesco-Sjögren syndrome,4,0.7242424242424242,19,0.8795294349900877,0.11949685534591195
131,0.421647,6a36116c6e61b56837f85dc065f47163,50987,NCBIGene:1293,COL6A3,9681,MONDO:0009681,Ullrich congenital muscular dystrophy 1A,4,0.9666666666666667,18,1.093235606141572,0.13533834586466165
132,0.421647,e6180aeca047f47f86e5b2149a9d7068,50956,NCBIGene:1184,CLCN5,10186,MONDO:0010186,"vitamin D-dependent rickets, type 2A",4,0.7722222222222223,16,1.5776400665380057,0.13445378151260504
133,0.421647,25e739ef01528eb3e4ff1e8e983a20c0,50956,NCBIGene:1184,CLCN5,10810,MONDO:0010810,"vitamin D hydroxylation-deficient rickets, type 1B",4,0.7722222222222223,15,1.3776400665380057,0.14018691588785046
134,0.421647,3dcc8e112a7b670ed3d0af3a5773f43b,54796,NCBIGene:65055,REEP1,11091,MONDO:0011091,Charcot-Marie-Tooth disease type 2D,4,0.75,14,0.898585445923484,0.15053763440860216
135,0.421647,44e990513918da915fff9d3608e4b1a2,54796,NCBIGene:65055,REEP1,15353,MONDO:0015353,"neuronopathy, distal hereditary motor, type 5A",4,0.75,14,0.8903416479084887,0.15217391304347827
136,0.421647,2ad864c64e0b5c92f15a906f62d40852,53951,NCBIGene:25973,PARS2,59274,ORPHA:289266,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,4,0.4718862373324616,13,0.4991519980153712,0.13402061855670103
137,0.421647,fc147fbbb50c158b2c0b2a9050e3ef09,50824,NCBIGene:774,CACNA1B,59274,ORPHA:289266,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,4,0.48596491228070177,12,0.5247962861363554,0.125
138,0.421647,339a412bcc0c77928a9b6979af428313,51165,NCBIGene:1788,DNMT3A,8192,MONDO:0008192,pheochromocytoma/paraganglioma syndrome 1,4,0.7,11,1.0851118695640272,0.0738255033557047
139,0.421647,162a049786424bfc22e474df1949debc,53953,NCBIGene:25977,NECAP1,59274,ORPHA:289266,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,4,0.474937343358396,11,0.5067109623301406,0.13924050632911392
140,0.421647,e4646aebb294257464695b9fac75eb11,51898,NCBIGene:4191,MDH2,7273,MONDO:0007273,pheochromocytoma/paraganglioma syndrome 4,4,0.7,10,1.1728535353535354,0.11235955056179775
141,0.421647,e756ec5df22e77885b5d2f36f0ece0d5,51165,NCBIGene:1788,DNMT3A,7273,MONDO:0007273,pheochromocytoma/paraganglioma syndrome 4,4,0.7,10,1.1260579848522478,0.06896551724137931
142,0.421647,2dd9ea1e83686ae42c45ea63a4bcfcc6,51898,NCBIGene:4191,MDH2,8192,MONDO:0008192,pheochromocytoma/paraganglioma syndrome 1,4,0.7,10,1.084288372446267,0.10638297872340426
143,0.421647,6fbc857612d70a7664ac9da0823b8854,53578,NCBIGene:10659,CELF2,59274,ORPHA:289266,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,4,0.48596491228070177,10,0.5190671434841359,0.11363636363636363
144,0.421647,2092e76c122561e85e5687649914d070,51735,NCBIGene:3745,KCNB1,59274,ORPHA:289266,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,4,0.48596491228070177,10,0.5030648124818048,0.12048192771084337
145,0.421647,13f057dbb661c52c762641f8e7b64257,55283,NCBIGene:116442,RAB39B,58740,ORPHA:411602,Hereditary late-onset Parkinson disease,4,0.1385387488328665,10,0.18523275713238319,0.15151515151515152
146,0.421647,6a5a2287acd1055839880dcc8acb40b4,53744,NCBIGene:22978,NT5C2,56607,ORPHA:209951,Autosomal spastic paraplegia type 18,4,0.08947936586268583,10,0.10312398804369032,0.14925373134328357
147,0.421647,149a819ed1f5864f7b13e1325389a227,55431,NCBIGene:149041,RC3H1,27218,MONDO:0968983,proteasome-associated autoinflammatory syndrome 6,4,1.6666666666666667,9,1.7116195351897956,0.14516129032258066
148,0.421647,32106d276f8158c780ae8ddb35431c2b,52366,NCBIGene:5698,PSMB9,23597,MONDO:0033557,"hemophagocytic lymphohistiocytosis, familial, 6",4,1.6666666666666667,9,1.7116195351897956,0.14516129032258066
149,0.421647,046dd22f8f6339d75218aa078f68ba1e,54055,NCBIGene:27304,MOCS3,9643,MONDO:0009643,sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,4,1.0666666666666667,9,1.0706070325517711,0.11538461538461539
150,0.421647,cd863dc6d661f58e5d467e4030bc7cae,54411,NCBIGene:55149,MTPAP,27483,MONDO:0979230,"spastic ataxia 11, autosomal dominant",4,0.28177713091506196,9,0.3166511859953022,0.12857142857142856
151,0.421647,df92f8dc0f818b605af8a7bd140b4ca7,54075,NCBIGene:28981,IFT81,24463,MONDO:0044328,short-rib thoracic dysplasia 20 with polydactyly,4,0.14117771540586296,9,0.15466759942062736,0.14285714285714285
152,0.421647,00b61a5228e60fdde33dfafd93b76f3d,55691,NCBIGene:348938,NIPAL4,56443,ORPHA:79395,Keratoderma hereditarium mutilans with ichthyosis,4,0.2674029920523609,8,0.3152976185564478,0.14035087719298245
153,0.421647,7b395c33f813b7a2f557a211ab591c49,53001,NCBIGene:8087,FXR1,12538,MONDO:0012538,nemaline myopathy 7,4,0.2122566133227114,8,0.2345680782496263,0.13114754098360656
154,0.421647,1ce3de986cc495a85bf1f60ae46dd9ee,53795,NCBIGene:23184,MESD,9805,MONDO:0009805,osteogenesis imperfecta type 9,4,0.11852240896358543,8,0.1358316834270668,0.13793103448275862
155,0.421647,5dd9d638361124df1830095e815dd468,52017,NCBIGene:4632,MYL1,26879,MONDO:0957270,"muscular dystrophy, limb-girdle, autosomal recessive 28",4,0.08651267472162995,8,0.10359675924221932,0.13333333333333333
156,0.421647,a6861993e8ba65d9cfbc8d70f49b1c49,55128,NCBIGene:84896,ATAD1,58452,ORPHA:1901,Dermatosparaxis Ehlers-Danlos syndrome,4,0.08798053601746302,8,0.10277478866612853,0.11267605633802817
157,0.421647,6122d940825125c1f66ce5073b3d51e5,52044,NCBIGene:4697,COXFA4,25849,MONDO:0700250,"mitochondrial complex IV deficiency, nuclear type 1",4,0.09386322312018906,8,0.10139674003906196,0.14285714285714285
158,0.421647,4b0ca21a371f319fc09cac8de0845075,54471,NCBIGene:55603,TENT5A,13459,MONDO:0013459,osteogenesis imperfecta type 10,4,0.08638941013298523,8,0.09595490129246959,0.14035087719298245
159,0.421647,e081460908fba4ed177211ab3ee6f958,55319,NCBIGene:124093,CCDC78,7294,MONDO:0007294,central core myopathy,5,0.07469663343775325,8,0.07794775864203858,0.14545454545454545
160,0.421647,e6ce304f09cb6055a1721d4ca64a3602,54610,NCBIGene:57156,TMEM63C,11445,MONDO:0011445,hereditary spastic paraplegia 11,5,0.05319748238865886,8,0.05564787476284788,0.14814814814814814
161,0.421647,f045bd08650acb1bff22f03d8f5d0cfc,54881,NCBIGene:79783,SUGCT,9281,MONDO:0009281,glutaryl-CoA dehydrogenase deficiency,4,1.0256410256410255,7,1.0281807065168744,0.125
162,0.421647,e6c818528fae2dec513dcbb391cca5fd,52704,NCBIGene:6821,SUOX,9643,MONDO:0009643,sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,4,0.9704081632653061,7,0.9736281216379041,0.0945945945945946
163,0.421647,d35948ffc7619374276bf1138e2b0e2b,52588,NCBIGene:6519,SLC3A1,9388,MONDO:0009388,hyperlysinemia,4,0.9159090909090909,7,0.9176790294805397,0.11666666666666667
164,0.421647,7822ec7eb779bbbe5601397b1d18c58c,52665,NCBIGene:6697,SPR,56917,ORPHA:1578,Pterin-4 alpha-carbinolamine dehydratase deficiency,4,0.8916666666666667,7,0.9144305577458866,0.11864406779661017
165,0.421647,f72014d1443038a76f70ee117cb052a1,53476,NCBIGene:10243,GPHN,9643,MONDO:0009643,sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,4,0.7859649122807018,7,0.7876882027040445,0.07216494845360824
166,0.421647,46cec5ddf0533e3d9fdd78f1afc8f66e,51164,NCBIGene:1786,DNMT1,58987,ORPHA:2073,Narcolepsy type 1,4,0.53003663003663,7,0.5718574374094234,0.07526881720430108
167,0.421647,52da23a12a299b2739a0817de8c0fd2c,55495,NCBIGene:170691,ADAMTS17,11106,MONDO:0011106,facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome,4,0.43846371882086166,7,0.47637003062152844,0.1111111111111111
168,0.421647,df2a955cd60a2d4085960c65cc664a45,51613,NCBIGene:3293,HSD17B3,56485,ORPHA:90791,Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency,4,0.3020435446906035,7,0.32590971329350105,0.14583333333333334
169,0.421647,7fae8bc38fb3b9f55aec592aad57af48,55131,NCBIGene:84909,AOPEP,58369,ORPHA:157846,Neuroferritinopathy,4,0.26083916083916087,7,0.2704084825597003,0.13725490196078433
170,0.421647,5cf66a41056a8e0aaad8f24d5f314987,51017,NCBIGene:1363,CPE,14497,MONDO:0014497,polyendocrine-polyneuropathy syndrome,4,0.14439909833533776,7,0.16385751217839967,0.11475409836065574
171,0.421647,f6d56913678be1f74e722a93db403a9f,55767,NCBIGene:643418,LIPN,8251,MONDO:0008251,familial pityriasis rubra pilaris,4,0.12120730570387321,7,0.1511022104189218,0.15217391304347827
172,0.421647,af7c319a5998a57c5dae8a9fd580822f,55581,NCBIGene:255758,DYNLT2B,9894,MONDO:0009894,short-rib thoracic dysplasia 6 with or without polydactyly,5,0.14185521984498237,7,0.14401096312450415,0.14583333333333334
173,0.421647,670e069961282f5d8ff1c25fed656f53,54067,NCBIGene:28755,TRAC,11664,MONDO:0011664,immunodeficiency due to CD25 deficiency,4,0.12647175713076694,7,0.14350788677733742,0.12727272727272726
174,0.421647,60665a8d5523415b9656a7eebdd79838,51375,NCBIGene:2539,G6PD,13355,MONDO:0013355,congenital dyserythropoietic anemia type 4,4,0.13498318621269442,7,0.13881562804105313,0.14583333333333334
175,0.421647,f7680383b25c363f0014755c1a742686,51551,NCBIGene:3071,NCKAP1L,9478,MONDO:0009478,combined immunodeficiency due to DOCK8 deficiency,4,0.1272121894030765,7,0.1322543470472247,0.14893617021276595
176,0.421647,00de9c43919e0a5503dd3a9e708d1c1d,55187,NCBIGene:90523,MLIP,56166,ORPHA:228305,"Carnitine palmitoyl transferase II deficiency, severe infantile form",4,0.11682158421288856,7,0.13013873897031314,0.15217391304347827
177,0.421647,8876b7880a178a493123ec48e9a4e8b5,54732,NCBIGene:63931,MRPS14,12301,MONDO:0012301,"mitochondrial DNA depletion syndrome, myopathic form",5,0.12301514622943194,7,0.12461955469835966,0.15217391304347827
178,0.421647,892248eccd1060a16f031e2f6cbd37ba,55305,NCBIGene:121512,FGD4,27442,MONDO:0976227,"Charcot-Marie-tooth disease, axonal, type 2JJ",4,0.08806878306878307,7,0.10045481443352311,0.14893617021276595
179,0.421647,913dee28cace373cef0483e8a6731aef,53517,NCBIGene:10413,YAP1,12802,MONDO:0012802,oculoauricular syndrome,4,0.08113052800857679,7,0.09749205147746472,0.12962962962962962
180,0.421647,2466b633cb9aa6d069b76cde346d377a,50749,NCBIGene:558,AXL,56255,ORPHA:251510,"46,XY partial gonadal dysgenesis",5,0.09073466147159923,7,0.0949921643028563,0.14583333333333334
181,0.421647,74082b084e7d19ea26b08d577b3ca11f,53416,NCBIGene:10011,SRA1,56255,ORPHA:251510,"46,XY partial gonadal dysgenesis",5,0.09073466147159923,7,0.0949921643028563,0.14583333333333334
182,0.421647,b7464b48f9a5d0bc8fe1db38506a2733,55329,NCBIGene:125170,MIEF2,22307,MONDO:0024553,"myopathy, lactic acidosis, and sideroblastic anemia 1",5,0.0852950750834046,7,0.0934642493763574,0.15217391304347827
183,0.421647,642ac03c0e63a4a18b881dbc6b10e72e,55261,NCBIGene:113612,CYP2U1,59111,ORPHA:447760,Autosomal recessive spastic paraplegia type 9B,4,0.07709705503823151,7,0.08315148156591698,0.125
184,0.421647,9ba86c8f703aab957c16d58d9c618645,55603,NCBIGene:283459,GATC,26702,MONDO:0859337,combined oxidative phosphorylation deficiency 57,5,0.06903226494493588,7,0.07331351429733216,0.14893617021276595
185,0.421647,46fd935a254cfe0b4eae2363e35c2383,53352,NCBIGene:9725,TMEM63A,24802,MONDO:0054791,"leukodystrophy, hypomyelinating, 16",5,0.06171914471476355,7,0.06472588419117539,0.14893617021276595
186,0.421647,d26096b3ac4d8d2381e19d2bba9a1a67,51616,NCBIGene:3300,DNAJB2,20793,MONDO:0020793,oculopharyngodistal myopathy 1,5,0.032945880678961335,7,0.036109224714402734,0.13725490196078433
187,0.421647,2730de584ff1e3e831706a022a2d38a2,52890,NCBIGene:7381,UQCRB,9520,MONDO:0009520,3-hydroxy-3-methylglutaric aciduria,5,0.03437023132852488,7,0.03594879270515817,0.15217391304347827
188,0.421647,51ce6c4e555466acccede9c3497801aa,53555,NCBIGene:10565,ARFGEF1,27393,MONDO:0975874,"neurodevelopmental disorder with dysmorphic facies, absent speech and ambulation, and brain abnormalities",6,0.03462174918447458,7,0.034896248223727944,0.12962962962962962
189,0.421647,303471aa2e650886f2078c80f2c5fb14,53125,NCBIGene:8738,CRADD,11435,MONDO:0011435,"microcephaly 2, primary, autosomal recessive, with or without cortical malformations",6,0.02679948860799806,7,0.027032154964442917,0.15217391304347827
190,0.421647,1a38b30ee4d02dc4b0773027ec92b3f0,51484,NCBIGene:2819,GPD1,59576,ORPHA:79240,Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency,6,0.025332333086996818,7,0.025895396150059882,0.14583333333333334
191,0.421647,54835b8845159b2712d5bc49be5eb86c,53477,NCBIGene:10253,SPRY2,14891,MONDO:0014891,"hyperuricemic nephropathy, familial juvenile type 4",6,0.024253135521766948,7,0.02452763456102031,0.13725490196078433
192,0.421647,0d8e63c684803d49131d97889af03b99,51484,NCBIGene:2819,GPD1,10504,MONDO:0010504,immunodeficiency 47,5,0.02219857711329305,7,0.02377634893496731,0.1320754716981132
193,0.421647,e942343063661effb91716b62c2d7cb3,52680,NCBIGene:6742,SSBP1,23590,MONDO:0033549,optic atrophy 12,7,0.02225134446225666,7,0.02225134446225666,0.15217391304347827
194,0.421647,6ab808fbe933eb23beb95d18f2564bca,52470,NCBIGene:6096,RORB,59264,ORPHA:485350,CLCN4-related X-linked intellectual disability syndrome,5,0.01824643137155769,7,0.019063621745535785,0.1320754716981132
195,0.421647,6aee5e8d1fb71ba4bf9ffedcdd27343f,53259,NCBIGene:9354,UBE4A,24753,MONDO:0054669,"pontocerebellar hypoplasia, type 11",5,0.011224118136445978,7,0.0120198475559539,0.15217391304347827
196,0.421647,b0d1c3899c6cc67d048bb1b5ff1b5bf3,54927,NCBIGene:80155,NAA15,15601,MONDO:0015601,"X-linked intellectual disability, van Esch type",6,0.01120820366632643,7,0.011610456280968426,0.14
197,0.421647,b71fd7b502c865c1af06c184e1916fe3,51384,NCBIGene:2560,GABRB1,14547,MONDO:0014547,combined oxidative phosphorylation defect type 24,5,0.01072979469515832,7,0.011546985069136416,0.15217391304347827
198,0.421647,e7de307974e8d2fc914f7a3e39c3b19d,51384,NCBIGene:2560,GABRB1,18346,MONDO:0018346,ferro-cerebro-cutaneous syndrome,5,0.01000854620553751,7,0.010825736579515606,0.13725490196078433
199,0.421647,2dd64a2db48dcc0dd775316af5aacad9,51384,NCBIGene:2560,GABRB1,14464,MONDO:0014464,progressive encephalopathy with leukodystrophy due to DECR deficiency,5,0.009579339497791991,7,0.010396529871770087,0.1320754716981132
200,0.421647,6a501eebd3a0ce36ce699cf115a1cb06,52363,NCBIGene:5689,PSMB1,27627,MONDO:0980948,developmental and epileptic encephalopathy 120,5,0.008631083766559071,7,0.009594503609034962,0.14893617021276595
201,0.421647,8df775bd3d3e0d17841580c6d7d7a639,54398,NCBIGene:55074,OXR1,58946,ORPHA:559,Marinesco-Sjögren syndrome,6,0.006549343668982501,7,0.006951596283624496,0.14285714285714285
202,0.421647,0d4441c1f3e733b959f9a850c5081ba1,54398,NCBIGene:55074,OXR1,58041,ORPHA:812,Sialidosis type 1,6,0.0061267608427485595,7,0.006541698602084659,0.15217391304347827
203,0.421647,ecb9fef72dfe4e8cdf07af606cdabbbb,51067,NCBIGene:1500,CTNND1,14772,MONDO:0014772,orofacial cleft 15,4,0.6707606119370825,6,0.6727073517790114,0.13333333333333333
204,0.421647,5b6a6a8623280817bc144999e5eb6520,51164,NCBIGene:1786,DNMT1,8062,MONDO:0008062,narcolepsy 1,4,0.53003663003663,6,0.5583634058929146,0.08
205,0.421647,936c8de67cbb1ac80cf8c9d5a559d1ba,50753,NCBIGene:580,BARD1,18875,MONDO:0018875,Li-Fraumeni syndrome,5,0.34567315624484407,6,0.34594765528409743,0.11538461538461539
206,0.421647,d50626743d63a10dd0bd3f56d5671cf6,54966,NCBIGene:80821,DDHD1,57120,ORPHA:435387,Autosomal dominant Charcot-Marie-Tooth disease type 2Y,4,0.3110505514119972,6,0.31743298510720624,0.09375
207,0.421647,02f8dbf022bf845f83323bf4f3d5c224,52377,NCBIGene:5741,PTH,9426,MONDO:0009426,hypoparathyroidism-retardation-dysmorphism syndrome,5,0.222341320085681,6,0.22257398644212584,0.125
208,0.421647,95fd0ec47b950f0a19c213cce0945d2f,53408,NCBIGene:9987,HNRNPDL,57695,ORPHA:98855,Autosomal recessive Emery-Dreifuss muscular dystrophy,4,0.21397664835164834,6,0.22103618039277878,0.12244897959183673
209,0.421647,a41169f6a1ae2cc908cdb070354dea3e,53408,NCBIGene:9987,HNRNPDL,57682,ORPHA:98863,X-linked Emery-Dreifuss muscular dystrophy,4,0.21397664835164834,6,0.22103618039277878,0.11320754716981132
210,0.421647,bf6b3eacb9b0290f7bd0c7f9ded7db8d,53408,NCBIGene:9987,HNRNPDL,57700,ORPHA:98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,4,0.21397664835164834,6,0.22103618039277878,0.11320754716981132
211,0.421647,bc32470ef7c3f8f67d5b700398ce6888,51086,NCBIGene:1576,CYP3A4,58851,ORPHA:289157,Hypocalcemic vitamin D-dependent rickets,4,0.18424908424908426,6,0.20208675366799686,0.10909090909090909
212,0.421647,bc91aa9cfa290360318ac299f835ec9f,55135,NCBIGene:84946,LTV1,9955,MONDO:0009955,rapadilino syndrome,5,0.15942837639728832,6,0.15966104275373316,0.14285714285714285
213,0.421647,cb39c6e7782dd1227c3b5d5485334d10,51451,NCBIGene:2731,GLDC,11582,MONDO:0011582,multiple mitochondrial dysfunctions syndrome 1,4,0.13762115077904552,6,0.14081239701714718,0.11764705882352941
214,0.421647,9ff18768aeefe19fdbf08ac2c112bf80,54209,NCBIGene:51293,CD320,13925,MONDO:0013925,"methylmalonic acidemia with homocystinuria, type cblJ",6,0.1399442170259297,6,0.1399442170259297,0.15
215,0.421647,332556100b885413e2540cbd723d43e9,54209,NCBIGene:51293,CD320,10183,MONDO:0010183,methylmalonic aciduria and homocystinuria type cblF,6,0.1398194203483363,6,0.1398194203483363,0.13043478260869565
216,0.421647,77373eba535a12bd6f2c2367223dbef1,53182,NCBIGene:8988,HSPB3,56857,ORPHA:99947,Autosomal dominant Charcot-Marie-Tooth disease type 2A2,4,0.11165255796834744,6,0.13193798100606405,0.10909090909090909
217,0.421647,7e7badfe82021bda1a529029ad7f4a9c,54156,NCBIGene:51021,MRPS16,12301,MONDO:0012301,"mitochondrial DNA depletion syndrome, myopathic form",4,0.11791310541310542,6,0.1232478125858768,0.1276595744680851
218,0.421647,236143eb294471ae4840e6211ce4d6d6,54732,NCBIGene:63931,MRPS14,12191,MONDO:0012191,hepatoencephalopathy due to combined oxidative phosphorylation defect type 1,4,0.11791310541310542,6,0.12203682235320785,0.13333333333333333
219,0.421647,f3a2a9f321cc087d22212d6fa58f578f,54546,NCBIGene:55997,CFC1,56579,ORPHA:244,Primary ciliary dyskinesia,4,0.1005048806333431,6,0.12081659506270459,0.10344827586206896
220,0.421647,284707caf2ec4440de1d95eeb4e51135,53795,NCBIGene:23184,MESD,12581,MONDO:0012581,osteogenesis imperfecta type 8,4,0.11852240896358543,6,0.11915732793467229,0.1111111111111111
221,0.421647,95ad1cdea6f732e7157032920b258289,52796,NCBIGene:7072,TIA1,14641,MONDO:0014641,frontotemporal dementia and/or amyotrophic lateral sclerosis 4,4,0.1048973973973974,6,0.1090435177780624,0.125
222,0.421647,a3e53cca952a9fe593d8b2a8050a0790,51724,NCBIGene:3716,JAK1,9478,MONDO:0009478,combined immunodeficiency due to DOCK8 deficiency,4,0.09744420117983336,6,0.10574952330868491,0.12244897959183673
223,0.421647,c195f39fd026fb1df19a31e5f1229a74,55029,NCBIGene:83938,LRMDA,13558,MONDO:0013558,Hermansky-Pudlak syndrome 6,5,0.10536238518266564,6,0.10559505153911049,0.15
224,0.421647,c08483a52c350ed2084a798df57ac4c5,54788,NCBIGene:64856,VWA1,56840,ORPHA:99953,Charcot-Marie-Tooth disease type 4G,4,0.09936542162991033,6,0.10396834683369391,0.14285714285714285
225,0.421647,708fe35da5bc0d41bb41338c890f49ab,53312,NCBIGene:9555,MACROH2A1,56582,ORPHA:240,Léri-Weill dyschondrosteosis,4,0.09863984424285932,6,0.10258721266391195,0.14285714285714285
226,0.421647,97ac9144b731d2041cebd67a456314f8,53182,NCBIGene:8988,HSPB3,27637,MONDO:0980971,"charcot-marie-tooth disease, axonal, type 2MM",4,0.09037802776933211,6,0.1012472549501749,0.13043478260869565
227,0.421647,239c35234451f906718313252ade2fee,53182,NCBIGene:8988,HSPB3,27320,MONDO:0971150,"neuronopathy, distal hereditary motor, autosomal recessive 11, with spasticity",4,0.09037802776933211,6,0.10102076847714174,0.14634146341463414
228,0.421647,942999df9cd9f3a23d44b30698577063,52645,NCBIGene:6652,SORD,27637,MONDO:0980971,"charcot-marie-tooth disease, axonal, type 2MM",4,0.09350122256930563,6,0.09619089138275294,0.14285714285714285
229,0.421647,26b10a6ca275c26fd9ef529aa803778a,53348,NCBIGene:9711,RUBCN,58617,ORPHA:1175,X-linked progressive cerebellar ataxia,4,0.08546651889043193,6,0.08855571590371582,0.11764705882352941
230,0.421647,d4c2fec59e4efbf1e71bd2587f8696b5,54942,NCBIGene:80222,TARS2,23621,MONDO:0033635,"mitochondrial complex IV deficiency, nuclear type 3",4,0.08516768850614743,6,0.0860257457318856,0.13953488372093023
231,0.421647,6a0ff3099a14dfc25ed526478801d9ed,55524,NCBIGene:200931,SLC51A,14911,MONDO:0014911,"growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy",4,0.07620192421173883,6,0.07738697152056463,0.13636363636363635
232,0.421647,0cdd327de9e04d83d5e4f9980d290b5c,52867,NCBIGene:7297,TYK2,11664,MONDO:0011664,immunodeficiency due to CD25 deficiency,6,0.07702412412592484,6,0.07702412412592484,0.13636363636363635
233,0.421647,ab391dd0c12420aa4273e43f8e15ee82,53011,NCBIGene:8192,CLPP,56474,ORPHA:90796,"46,XY difference of sex development due to isolated 17,20-lyase deficiency",5,0.07621985612426789,6,0.07678291918733095,0.14634146341463414
234,0.421647,34c980e627be3104ec8c3462ca5b313e,52317,NCBIGene:5524,PTPA,27338,MONDO:0975748,"Parkinson disease 26, autosomal dominant, susceptibility to",5,0.069114482970639,6,0.07185420899803627,0.11764705882352941
235,0.421647,7e1e79a0ca75c869ffdb51e58afd1735,52645,NCBIGene:6652,SORD,55915,ORPHA:101097,Autosomal recessive Charcot-Marie-Tooth disease with hoarseness,5,0.06811204540103283,6,0.07056904785803528,0.14285714285714285
236,0.421647,a6c89fad94b3ba4a5177cc601ea1481c,54669,NCBIGene:57654,UVSSA,11125,MONDO:0011125,"trichothiodystrophy 1, photosensitive",6,0.06151454296988462,6,0.06151454296988462,0.12244897959183673
237,0.421647,3654a32756e62c8636074178b8ff3cfa,53990,NCBIGene:26258,BLOC1S6,8963,MONDO:0008963,Chediak-Higashi syndrome,5,0.05836069617569932,6,0.05859336253214418,0.12
238,0.421647,91da2a318c44eef89c70cc9cb75a94a5,55707,NCBIGene:375387,NRROS,27454,MONDO:0976264,neurodevelopmental disorder with white matter abnormalities and gait disturbance,5,0.05486029521922198,6,0.055092961575666836,0.1276595744680851
239,0.421647,159120a699488e860579e9399ef7a36a,54137,NCBIGene:50651,SLC45A1,56893,ORPHA:544254,SYNGAP1-related developmental and epileptic encephalopathy,5,0.050303300823532036,6,0.05070555343817403,0.12
240,0.421647,2d36c886a0532104dd2c4449b4ea7fe5,54723,NCBIGene:63899,NSUN3,24754,MONDO:0054677,combined oxidative phosphorylation deficiency 33,5,0.049983119890012605,6,0.050215786246457464,0.14285714285714285
241,0.421647,fcece1192f0919e377a2ba5780f6cc3a,55813,NCBIGene:120766137,HRURF,19073,MONDO:0019073,hypotrichosis-lymphedema-telangiectasia-renal defect syndrome,6,0.05010765755707786,6,0.05010765755707786,0.11764705882352941
242,0.421647,11d22ca377e16c30615502b96f2c4ee3,54105,NCBIGene:29928,TIMM22,14684,MONDO:0014684,combined oxidative phosphorylation defect type 26,5,0.04901331047864475,6,0.04924597683508961,0.12
243,0.421647,71d2406e6ba6bd8b38415cd3c4176753,53819,NCBIGene:23268,DNMBP,13446,MONDO:0013446,Leber congenital amaurosis 6,6,0.04619974240326926,6,0.04619974240326926,0.11764705882352941
244,0.421647,494496b570badf88208dd2ab99930462,55497,NCBIGene:170825,GSX2,12791,MONDO:0012791,"mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria",5,0.04398640230858412,6,0.04421906866502897,0.11764705882352941
245,0.421647,2c8e33904138f7ad6b6f2aa405df2149,52442,NCBIGene:5971,RELB,56838,ORPHA:183675,Recurrent infections associated with rare immunoglobulin isotypes deficiency,5,0.03553568167843634,6,0.03971978209684638,0.11320754716981132
