rank,prediction_score,novelty_adjusted_score,novelty_bucket,strict_novelty_pass,pair_id,geneConceptId,gene_curie,gene_label,diseaseConceptId,disease_curie,disease_label,seed_phenotype_count,seed_phenotype_rarity_score,shared_phenotype_count,shared_phenotype_rarity_score,phenotype_jaccard,exact_match_count,equivalent_match_count,ancestor_match_count,descendant_match_count,shared_family_match_count,existing_match_examples,shared_family_examples
102,0.993676,0.248419,same_family_shared_ancestor,false,d1b18f7e18bfb19f4bb78e437bccdfb3,54809,NCBIGene:65975,STK33,23650,MONDO:0033671,spermatogenic failure 45,4,0.09090899980859786,6,0.09772061353346377,0.5454545454545454,0,0,0,0,2,,spermatogenic failure 93 via spermatogenic failure
103,0.993676,0.248419,same_family_shared_ancestor,false,f953244e1d6c558b6a3cc0818ae41de8,53968,NCBIGene:26074,CFAP61,23650,MONDO:0033671,spermatogenic failure 45,4,0.09090899980859786,6,0.09772061353346377,0.5454545454545454,0,0,0,0,2,,spermatogenic failure 84 via spermatogenic failure
104,0.993112,0.248278,same_family_shared_ancestor,false,577bff5756306ad8b3705f87875d9ce1,53473,NCBIGene:10233,LRRC23,26864,MONDO:0957249,spermatogenic failure 82,5,0.11680879026835381,7,0.11873637187903596,0.7,0,0,0,0,2,,spermatogenic failure 92 via spermatogenic failure
105,0.993112,0.248278,same_family_shared_ancestor,false,cd96a5e074ec24dfcfb82380d6e1e6a3,54667,NCBIGene:57639,CCDC146,26864,MONDO:0957249,spermatogenic failure 82,5,0.11680879026835381,7,0.11873637187903596,0.7,0,0,0,0,2,,spermatogenic failure 94 via spermatogenic failure
106,0.993034,0.248258,same_family_shared_ancestor,false,315eb1e086d391bf03ae34be2a0ffb18,54809,NCBIGene:65975,STK33,26864,MONDO:0957249,spermatogenic failure 82,4,0.11022984289993276,7,0.11873637187903596,0.6363636363636364,0,0,0,0,2,,spermatogenic failure 93 via spermatogenic failure
107,0.993034,0.248258,same_family_shared_ancestor,false,be38ccc8ec3922fb1031d1185ccfaa20,53968,NCBIGene:26074,CFAP61,26864,MONDO:0957249,spermatogenic failure 82,4,0.11022984289993276,7,0.11873637187903596,0.6363636363636364,0,0,0,0,2,,spermatogenic failure 84 via spermatogenic failure
108,0.992883,0.248221,same_family_shared_ancestor,false,0a28c8abfe3766dc881f5bd2507d9404,51156,NCBIGene:1769,DNAH8,23650,MONDO:0033671,spermatogenic failure 45,6,0.09772061353346377,6,0.09772061353346377,0.75,0,0,0,0,2,,spermatogenic failure 46 via spermatogenic failure
109,0.992883,0.248221,same_family_shared_ancestor,false,436489671656ca9c89acd903dd490f46,55398,NCBIGene:144406,CFAP251,23650,MONDO:0033671,spermatogenic failure 45,6,0.09772061353346377,6,0.09772061353346377,0.75,0,0,0,0,2,,spermatogenic failure 33 via spermatogenic failure
110,0.992883,0.248221,same_family_shared_ancestor,false,66a293b5aec6a6a5085db784fea251ac,55307,NCBIGene:122481,AK7,23650,MONDO:0033671,spermatogenic failure 45,6,0.09772061353346377,6,0.09772061353346377,0.75,0,0,0,0,2,,spermatogenic failure 27 via spermatogenic failure
111,0.992883,0.248221,same_family_shared_ancestor,false,e35d16c6116e5eeac5635d0a237a721a,55027,NCBIGene:83894,TTC29,23650,MONDO:0033671,spermatogenic failure 45,6,0.09772061353346377,6,0.09772061353346377,0.75,0,0,0,0,2,,spermatogenic failure 42 via spermatogenic failure
112,0.992756,0.248189,same_family_shared_ancestor,false,1212114b607a008d529272e2a280d03b,55742,NCBIGene:401024,FSIP2,23262,MONDO:0032686,spermatogenic failure 35,6,0.22564656266544825,7,0.2258792290218931,0.7777777777777778,0,0,0,0,2,,spermatogenic failure 34 via spermatogenic failure
113,0.992713,0.248178,same_family_shared_ancestor,false,f6816241c9ed43bd0ded0bf9f4bcb6ad,55530,NCBIGene:201625,DNAH12,26864,MONDO:0957249,spermatogenic failure 82,4,0.11022984289993276,7,0.11873637187903596,0.5833333333333334,0,0,0,0,2,,spermatogenic failure 100 via spermatogenic failure
115,0.990876,0.247719,same_family_shared_ancestor,false,ad3447ec38155d5d0691affdb9cbc135,50951,NCBIGene:1175,AP2S1,7792,MONDO:0007792,familial hypocalciuric hypercalcemia 2,7,0.7191567490480534,11,0.753080327789018,0.55,0,0,0,0,2,,familial hypocalciuric hypercalcemia 3 via familial hypocalciuric hypercalcemia
116,0.990228,0.247557,same_family_shared_ancestor,false,1a36736cace02ae5fd129854393566c1,50791,NCBIGene:676,BRDT,24774,MONDO:0054730,spermatogenic failure 26,4,0.1335065289791032,4,0.1335065289791032,0.8,0,0,0,0,2,,spermatogenic failure 21 via spermatogenic failure
117,0.988884,0.247221,same_family_shared_ancestor,false,274d8838553a13e12796f80f677792f8,55397,NCBIGene:144245,ALG10B,13370,MONDO:0013370,long QT syndrome 6,6,0.1637279118835695,9,0.17600289456951895,0.75,0,0,0,0,2,,long QT syndrome 2 via long QT syndrome
119,0.979954,0.244988,same_family_shared_ancestor,false,0175c319b811e14c029f9cb4c289809b,53968,NCBIGene:26074,CFAP61,24747,MONDO:0054615,spermatogenic failure 18,5,0.13636354526314332,8,0.14487007424224652,0.7272727272727273,0,0,0,0,2,,spermatogenic failure 84 via spermatogenic failure
120,0.979954,0.244988,same_family_shared_ancestor,false,518a8d4a11e5ac8a044e3a120faa9f07,54809,NCBIGene:65975,STK33,24747,MONDO:0054615,spermatogenic failure 18,5,0.13636354526314332,8,0.14487007424224652,0.7272727272727273,0,0,0,0,2,,spermatogenic failure 93 via spermatogenic failure
121,0.979954,0.244988,same_family_shared_ancestor,false,a70d07c13f346f6f234e3a5bd812904f,54809,NCBIGene:65975,STK33,22665,MONDO:0029147,spermatogenic failure 33,5,0.13636354526314332,8,0.14487007424224652,0.7272727272727273,0,0,0,0,2,,spermatogenic failure 93 via spermatogenic failure
122,0.979954,0.244988,same_family_shared_ancestor,false,d5efc113c4b6b678c9788e528e04972a,53968,NCBIGene:26074,CFAP61,22665,MONDO:0029147,spermatogenic failure 33,5,0.13636354526314332,8,0.14487007424224652,0.7272727272727273,0,0,0,0,2,,spermatogenic failure 84 via spermatogenic failure
123,0.97781,0.244452,same_family_shared_ancestor,false,201247def2c781a1c9fd04cba8a06dc9,55530,NCBIGene:201625,DNAH12,27243,MONDO:0970999,spermatogenic failure 92,6,0.2516232855228836,10,0.2765232571249376,0.8333333333333334,0,0,0,0,2,,spermatogenic failure 100 via spermatogenic failure
124,0.977409,0.244352,same_family_shared_ancestor,false,81288f80a84a89751ac19c091392e83b,55530,NCBIGene:201625,DNAH12,22665,MONDO:0029147,spermatogenic failure 33,4,0.1199701026401925,8,0.14487007424224652,0.6666666666666666,0,0,0,0,2,,spermatogenic failure 100 via spermatogenic failure
125,0.977409,0.244352,same_family_shared_ancestor,false,d9b9fd14a5a2ea1c700532419967b7a9,55530,NCBIGene:201625,DNAH12,24747,MONDO:0054615,spermatogenic failure 18,4,0.1199701026401925,8,0.14487007424224652,0.6666666666666666,0,0,0,0,2,,spermatogenic failure 100 via spermatogenic failure
129,0.972116,0.243029,same_family_shared_ancestor,false,6906ef05de7eec4716f3831f8201f393,53968,NCBIGene:26074,CFAP61,23107,MONDO:0031077,spermatogenic failure 76,5,0.1283667439836551,8,0.1368732729627583,0.7272727272727273,0,0,0,0,2,,spermatogenic failure 84 via spermatogenic failure
130,0.972116,0.243029,same_family_shared_ancestor,false,83b3d9a3d411766d4bcb785b784d0ef6,54809,NCBIGene:65975,STK33,23107,MONDO:0031077,spermatogenic failure 76,5,0.1283667439836551,8,0.1368732729627583,0.7272727272727273,0,0,0,0,2,,spermatogenic failure 93 via spermatogenic failure
132,0.97195,0.242987,same_family_shared_ancestor,false,4eedbc6a5ae79325e6fb25d638afd482,54809,NCBIGene:65975,STK33,26724,MONDO:0859364,spermatogenic failure 80,5,0.12662328552288357,8,0.13512981450198677,0.7272727272727273,0,0,0,0,2,,spermatogenic failure 93 via spermatogenic failure
133,0.97195,0.242987,same_family_shared_ancestor,false,d3a68691ea159769bd7937f94da1a2cd,53968,NCBIGene:26074,CFAP61,26724,MONDO:0859364,spermatogenic failure 80,5,0.12662328552288357,8,0.13512981450198677,0.7272727272727273,0,0,0,0,2,,spermatogenic failure 84 via spermatogenic failure
134,0.970613,0.242653,same_family_shared_ancestor,false,f8b3211e907f85d5cbb5bfda64f08442,52846,NCBIGene:7248,TSC1,13199,MONDO:0013199,tuberous sclerosis 2,4,1.8333333333333333,37,6.4088929516936615,0.23870967741935484,0,0,0,0,2,,tuberous sclerosis 1 via tuberous sclerosis
138,0.966189,0.241547,same_family_shared_ancestor,false,c99d6ee11969757bbb8d30b957acaf37,55530,NCBIGene:201625,DNAH12,22797,MONDO:0030430,spermatogenic failure 56,6,0.17207783097742904,9,0.19528288732524576,0.75,0,0,0,0,2,,spermatogenic failure 100 via spermatogenic failure
139,0.965977,0.241494,same_family_shared_ancestor,false,4f256d660c486e5fc68da72ec8c7569e,55530,NCBIGene:201625,DNAH12,23107,MONDO:0031077,spermatogenic failure 76,4,0.1119733013607043,8,0.1368732729627583,0.6666666666666666,0,0,0,0,2,,spermatogenic failure 100 via spermatogenic failure
140,0.965776,0.241444,same_family_shared_ancestor,false,15f21f96f7b0900eae0ce8567a023d25,55530,NCBIGene:201625,DNAH12,26724,MONDO:0859364,spermatogenic failure 80,5,0.12662328552288357,8,0.13512981450198677,0.6666666666666666,0,0,0,0,2,,spermatogenic failure 100 via spermatogenic failure
141,0.96572,0.24143,same_family_shared_ancestor,false,7d60789699cf6f65cd6fead5282d5198,55399,NCBIGene:144535,CFAP54,27125,MONDO:0958206,spermatogenic failure 89,5,0.39915128730918203,12,0.5390024488858026,0.5,0,0,0,0,2,,spermatogenic failure 98 via spermatogenic failure
143,0.961833,0.240458,same_family_shared_ancestor,false,4957463d101523b72245fd9594588abe,55399,NCBIGene:144535,CFAP54,27473,MONDO:0978302,spermatogenic failure 100,5,0.39915128730918203,12,0.5390024488858026,0.5,0,0,0,0,2,,spermatogenic failure 98 via spermatogenic failure
145,0.959728,0.239932,same_family_shared_ancestor,false,421f976ceff08f2c7c5c30bc67d63c28,53968,NCBIGene:26074,CFAP61,22797,MONDO:0030430,spermatogenic failure 56,7,0.18847127360037985,9,0.19528288732524576,0.8181818181818182,0,0,0,0,2,,spermatogenic failure 84 via spermatogenic failure
146,0.959728,0.239932,same_family_shared_ancestor,false,a8bcb1669efe7cc4507a7219e6c65d50,54809,NCBIGene:65975,STK33,22797,MONDO:0030430,spermatogenic failure 56,7,0.18847127360037985,9,0.19528288732524576,0.8181818181818182,0,0,0,0,2,,spermatogenic failure 93 via spermatogenic failure
147,0.953738,0.238434,same_family_shared_ancestor,false,a5dfafa93693b1842357569b98281e78,54807,NCBIGene:65266,WNK4,13782,MONDO:0013782,pseudohypoaldosteronism type 2E,6,0.48430785829947287,6,0.48430785829947287,0.8571428571428571,0,0,0,0,3,,pseudohypoaldosteronism type 2A via pseudohypoaldosteronism type 2 | pseudohypoaldosteronism type 2B via pseudohypoaldosteronism type 2
149,0.948646,0.237161,same_family_shared_ancestor,false,200957100ad16e0173599b2e4f80f332,55399,NCBIGene:144535,CFAP54,27244,MONDO:0971000,spermatogenic failure 93,4,0.23248462064251538,11,0.37233578221913594,0.4583333333333333,0,0,0,0,2,,spermatogenic failure 98 via spermatogenic failure
150,0.948646,0.237161,same_family_shared_ancestor,false,cac229737dcff73a50489a018e1c6781,55399,NCBIGene:144535,CFAP54,26889,MONDO:0957301,spermatogenic failure 84,4,0.23248462064251538,11,0.37233578221913594,0.4583333333333333,0,0,0,0,2,,spermatogenic failure 98 via spermatogenic failure
151,0.947878,0.236969,same_family_shared_ancestor,false,83b88c4c1aee28ff9f4cf0a1d926e9c0,54001,NCBIGene:26509,MYOF,22750,MONDO:0030293,"angioedema, hereditary, 5",6,1.047893546658301,6,1.047893546658301,0.8571428571428571,0,0,0,0,2,,"angioedema, hereditary, 7 via angioedema"
152,0.942113,0.235528,same_family_shared_ancestor,false,3d73718a9ed2347ce38992d21a425f7b,55495,NCBIGene:170691,ADAMTS17,13899,MONDO:0013899,Weill-Marchesani syndrome 3,4,0.21624149659863945,11,0.28298866165272035,0.3333333333333333,0,0,0,0,2,,"Weill-Marchesani 4 syndrome, recessive via Weill-Marchesani syndrome"
155,0.930792,0.232698,same_family_shared_ancestor,false,016010e8a8b4a458c16122c7552e1cbf,55463,NCBIGene:157855,KCNU1,13070,MONDO:0013070,spermatogenic failure 7,5,0.041293414225004835,5,0.041293414225004835,0.7142857142857143,0,0,0,0,2,,spermatogenic failure 79 via spermatogenic failure
156,0.927919,0.23198,same_family_shared_ancestor,false,7c44e582e80fec6ad5a960ef01b49637,53473,NCBIGene:10233,LRRC23,26724,MONDO:0859364,spermatogenic failure 80,6,0.13320223289130462,8,0.13512981450198677,0.8,0,0,0,0,2,,spermatogenic failure 92 via spermatogenic failure
157,0.927919,0.23198,same_family_shared_ancestor,false,c13d8595da017fb2c70a17e0fa682c7e,54667,NCBIGene:57639,CCDC146,26724,MONDO:0859364,spermatogenic failure 80,6,0.13320223289130462,8,0.13512981450198677,0.8,0,0,0,0,2,,spermatogenic failure 94 via spermatogenic failure
159,0.906529,0.226632,same_family_shared_ancestor,false,bc0816acbd689e319252cc15fb723cea,55603,NCBIGene:283459,GATC,22674,MONDO:0030006,combined oxidative phosphorylation deficiency 40,8,0.1130231946501513,16,0.13377024254835607,0.8888888888888888,0,0,0,0,2,,combined oxidative phosphorylation deficiency 42 via combined oxidative phosphorylation deficiency
161,0.89987,0.224967,same_family_shared_ancestor,false,9af7421ef8a67bc0270180ae2fd35988,53817,NCBIGene:23262,PPIP5K2,12460,MONDO:0012460,autosomal recessive nonsyndromic hearing loss 67,5,0.0922361585058063,5,0.0922361585058063,0.8333333333333334,0,0,0,0,2,,"hearing loss, autosomal recessive 100 via hearing loss, autosomal recessive"
163,0.889648,0.222412,same_family_shared_ancestor,false,6711ba2b1331c3f6a0720f3361eb9708,55415,NCBIGene:146754,DNAH2,24767,MONDO:0054723,spermatogenic failure 19,6,0.09772061353346377,6,0.09772061353346377,0.8571428571428571,0,0,0,0,2,,spermatogenic failure 45 via spermatogenic failure
164,0.889647,0.222412,same_family_shared_ancestor,false,8f07e16a57487c86a05ccb9c508909c5,54518,NCBIGene:55779,CFAP44,24767,MONDO:0054723,spermatogenic failure 19,6,0.08302208616475025,6,0.08302208616475025,0.8571428571428571,0,0,0,0,2,,spermatogenic failure 20 via spermatogenic failure
165,0.887041,0.22176,same_family_shared_ancestor,false,94a1ea2967fdc1ddefe54248b84f69b9,53407,NCBIGene:9984,THOC1,11832,MONDO:0011832,autosomal dominant nonsyndromic hearing loss 44,5,0.36222377433769876,5,0.36222377433769876,0.7142857142857143,0,0,0,0,2,,"hearing loss, autosomal dominant 86 via autosomal dominant nonsyndromic hearing loss"
166,0.886297,0.221574,same_family_shared_ancestor,false,6c286108ce34062d8d53d207f921bb89,54960,NCBIGene:80736,SLC44A4,13593,MONDO:0013593,autosomal dominant nonsyndromic hearing loss 64,5,0.020899683743982843,5,0.020899683743982843,0.8333333333333334,0,0,0,0,2,,"hearing loss, autosomal dominant 72 via autosomal dominant nonsyndromic hearing loss"
168,0.874938,0.218734,same_family_shared_ancestor,false,2a2e683f7d564e379fdfc103f2dc96d1,55041,NCBIGene:84074,QRICH2,24775,MONDO:0054731,spermatogenic failure 27,7,0.2258792290218931,7,0.2258792290218931,0.875,0,0,0,0,2,,spermatogenic failure 35 via spermatogenic failure
172,0.861883,0.215471,same_family_shared_ancestor,false,cc1ec61df3ce4e776ccc11878b8dd31e,55415,NCBIGene:146754,DNAH2,22967,MONDO:0030868,spermatogenic failure 49,6,0.09772061353346377,6,0.09772061353346377,0.8571428571428571,0,0,0,0,2,,spermatogenic failure 45 via spermatogenic failure
173,0.861882,0.215471,same_family_shared_ancestor,false,1e6d9818f9567b289fedafacbbf31d27,54518,NCBIGene:55779,CFAP44,23262,MONDO:0032686,spermatogenic failure 35,6,0.08302208616475025,6,0.08302208616475025,0.8571428571428571,0,0,0,0,2,,spermatogenic failure 20 via spermatogenic failure
174,0.861152,0.215288,same_family_shared_ancestor,false,281c2e7928322691445836c25921c2a9,54518,NCBIGene:55779,CFAP44,26864,MONDO:0957249,spermatogenic failure 82,6,0.08302208616475025,6,0.08302208616475025,0.8571428571428571,0,0,0,0,2,,spermatogenic failure 20 via spermatogenic failure
175,0.854901,0.213725,same_family_shared_ancestor,false,b66caf75becd226591209b56f280ad10,53989,NCBIGene:26249,KLHL3,13782,MONDO:0013782,pseudohypoaldosteronism type 2E,6,0.48430785829947287,6,0.48430785829947287,0.6666666666666666,0,0,0,0,3,,pseudohypoaldosteronism type 2A via pseudohypoaldosteronism type 2 | pseudohypoaldosteronism type 2D via pseudohypoaldosteronism type 2
177,0.848761,0.21219,same_family_shared_ancestor,false,d19e309f8fb530d881cb98a23f787428,55467,NCBIGene:159686,CFAP58,24767,MONDO:0054723,spermatogenic failure 19,6,0.09772061353346377,6,0.09772061353346377,0.75,0,0,0,0,2,,spermatogenic failure 49 via spermatogenic failure
178,0.848761,0.21219,same_family_shared_ancestor,false,1084b73017d1a06d358990f288999ee2,53556,NCBIGene:10566,AKAP3,24767,MONDO:0054723,spermatogenic failure 19,6,0.08302208616475025,6,0.08302208616475025,0.75,0,0,0,0,2,,spermatogenic failure 82 via spermatogenic failure
179,0.848761,0.21219,same_family_shared_ancestor,false,d169f7001a83c47cd24cf9d5c13ad869,55041,NCBIGene:84074,QRICH2,24767,MONDO:0054723,spermatogenic failure 19,6,0.08302208616475025,6,0.08302208616475025,0.75,0,0,0,0,2,,spermatogenic failure 35 via spermatogenic failure
181,0.839495,0.209874,same_family_shared_ancestor,false,9926cd605e5e1a925c358925ab76f02b,54445,NCBIGene:55278,QRSL1,22676,MONDO:0030008,combined oxidative phosphorylation deficiency 42,8,0.1130231946501513,16,0.13377024254835607,0.8888888888888888,0,0,0,0,2,,combined oxidative phosphorylation deficiency 40 via combined oxidative phosphorylation deficiency
183,0.821176,0.205294,same_family_shared_ancestor,false,4719104d95c47230ac145d1aa5a701d2,51156,NCBIGene:1769,DNAH8,24747,MONDO:0054615,spermatogenic failure 18,7,0.14317515898800923,7,0.14317515898800923,0.7777777777777778,0,0,0,0,2,,spermatogenic failure 46 via spermatogenic failure
184,0.821176,0.205294,same_family_shared_ancestor,false,b1d55929f2e8a24da9000e6f0abc5799,51156,NCBIGene:1769,DNAH8,22665,MONDO:0029147,spermatogenic failure 33,7,0.14317515898800923,7,0.14317515898800923,0.7777777777777778,0,0,0,0,2,,spermatogenic failure 46 via spermatogenic failure
186,0.816482,0.204121,same_family_shared_ancestor,false,031168067ee803a4b4d884a25bb9533a,55307,NCBIGene:122481,AK7,22665,MONDO:0029147,spermatogenic failure 33,7,0.09941552878770106,7,0.09941552878770106,0.7777777777777778,0,0,0,0,2,,spermatogenic failure 27 via spermatogenic failure
187,0.816482,0.204121,same_family_shared_ancestor,false,1d2919ae9c587fad380ab9347bc08eeb,55307,NCBIGene:122481,AK7,24747,MONDO:0054615,spermatogenic failure 18,7,0.09941552878770106,7,0.09941552878770106,0.7777777777777778,0,0,0,0,2,,spermatogenic failure 27 via spermatogenic failure
188,0.816482,0.204121,same_family_shared_ancestor,false,1f8757e4f5ce725c4914ecaaa274c330,55398,NCBIGene:144406,CFAP251,24775,MONDO:0054731,spermatogenic failure 27,7,0.09941552878770106,7,0.09941552878770106,0.7777777777777778,0,0,0,0,2,,spermatogenic failure 33 via spermatogenic failure
189,0.816278,0.204069,same_family_shared_ancestor,false,dbffc8a66523f1b16d50045f8c9f9438,53556,NCBIGene:10566,AKAP3,26724,MONDO:0859364,spermatogenic failure 80,7,0.11873637187903596,7,0.11873637187903596,0.875,0,0,0,0,2,,spermatogenic failure 82 via spermatogenic failure
191,0.812418,0.203104,same_family_shared_ancestor,false,c5575affe9b5a097b55e25967bfe18b0,55467,NCBIGene:159686,CFAP58,23652,MONDO:0033673,spermatogenic failure 46,7,0.10131773583562205,7,0.10131773583562205,0.875,0,0,0,0,2,,spermatogenic failure 49 via spermatogenic failure
193,0.809219,0.202305,same_family_shared_ancestor,false,3a62787cebb42a20e8fc3d459955c6ce,54958,NCBIGene:80705,TSGA10,14961,MONDO:0014961,spermatogenic failure 16,4,0.1335065289791032,4,0.1335065289791032,0.8,0,0,0,0,2,,spermatogenic failure 26 via spermatogenic failure
196,0.802413,0.200603,same_family_shared_ancestor,false,1e32fa640b0441b95ecf1a76a1e07c3a,54958,NCBIGene:80705,TSGA10,24769,MONDO:0054725,spermatogenic failure 21,4,0.1335065289791032,4,0.1335065289791032,0.8,0,0,0,0,2,,spermatogenic failure 26 via spermatogenic failure
30,0.998447,0.199689,same_family_ancestor_link,false,a90f4f37abdd4ccefc5f4485d2dd01e6,52038,NCBIGene:4688,NCF2,9309,MONDO:0009309,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 1",6,1.2666666666666666,25,2.18616594804168,0.4032258064516129,0,0,1,0,0,chronic granulomatous disease (depth 1),
39,0.997969,0.199594,same_family_ancestor_link,false,47ac5e5e652e2860330f6398924306c9,54566,NCBIGene:56616,DIABLO,23535,MONDO:0033259,"hearing loss, autosomal dominant 72",5,0.020899683743982843,5,0.020899683743982843,0.8333333333333334,0,0,2,0,2,nonsyndromic genetic hearing loss (depth 2) | autosomal dominant nonsyndromic hearing loss (depth 1),autosomal dominant nonsyndromic hearing loss 64 via autosomal dominant nonsyndromic hearing loss
42,0.997736,0.199547,same_family_ancestor_link,false,324ac87191661e895d752328b7f81eea,55564,NCBIGene:222662,LHFPL5,23301,MONDO:0032740,"hearing loss, autosomal recessive 100",5,0.0922361585058063,5,0.0922361585058063,0.8333333333333334,0,0,1,0,2,nonsyndromic genetic hearing loss (depth 2),"autosomal recessive nonsyndromic hearing loss 67 via hearing loss, autosomal recessive"
44,0.997546,0.199509,same_family_ancestor_link,false,f5dfb3817b524789cc6a7f311524bd04,51077,NCBIGene:1535,CYBA,9309,MONDO:0009309,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 1",7,1.4333333333333333,25,2.18616594804168,0.5208333333333334,0,0,1,0,0,chronic granulomatous disease (depth 1),
74,0.995907,0.199181,same_family_ancestor_link,false,88244219254c332d9f4ef5a1404479d4,50964,NCBIGene:1203,CLN5,11144,MONDO:0011144,"ceroid lipofuscinosis, neuronal, 6A",5,0.6970760233918128,9,0.7206413854960695,0.36,0,0,1,0,2,neuronal ceroid lipofuscinosis (depth 1),neuronal ceroid lipofuscinosis 5 via neuronal ceroid lipofuscinosis
198,0.792945,0.198236,same_family_shared_ancestor,false,44b08490b85d787a0569df7334cd349d,55415,NCBIGene:146754,DNAH2,24768,MONDO:0054724,spermatogenic failure 20,5,0.08132717091051296,5,0.08132717091051296,0.7142857142857143,0,0,0,0,2,,spermatogenic failure 45 via spermatogenic failure
199,0.792945,0.198236,same_family_shared_ancestor,false,dd19e85abc2a6934a05d4a208da8e34a,55415,NCBIGene:146754,DNAH2,23453,MONDO:0032898,spermatogenic failure 43,5,0.07391108972393996,5,0.07391108972393996,0.7142857142857143,0,0,0,0,2,,spermatogenic failure 45 via spermatogenic failure
118,0.986327,0.197265,same_family_ancestor_link,false,3f47f66725b55dbf240e76a2d56b6107,50805,NCBIGene:718,C3,13040,MONDO:0013040,atypical hemolytic-uremic syndrome with MCP/CD46 anomaly,5,0.3066867772750126,16,0.35459509005379275,0.5333333333333333,0,0,3,0,2,hemolytic-uremic syndrome (depth 4) | atypical hemolytic-uremic syndrome (depth 2),atypical hemolytic-uremic syndrome with C3 anomaly via atypical hemolytic-uremic syndrome
201,0.781151,0.195288,same_family_shared_ancestor,false,4b9749889a00ece5f1db8ec37c58f42a,50866,NCBIGene:881,CCIN,13070,MONDO:0013070,spermatogenic failure 7,5,0.041293414225004835,5,0.041293414225004835,0.5555555555555556,0,0,0,0,2,,spermatogenic failure 91 via spermatogenic failure
126,0.975639,0.195128,same_family_ancestor_link,false,90200b69822f5eff4f2bb2bb51c8d401,52790,NCBIGene:7056,THBD,13042,MONDO:0013042,atypical hemolytic-uremic syndrome with B factor anomaly,4,0.22976370035193563,12,0.2747567256340983,0.6666666666666666,0,0,3,0,2,hemolytic-uremic syndrome (depth 4) | atypical hemolytic-uremic syndrome (depth 2),atypical hemolytic-uremic syndrome with thrombomodulin anomaly via atypical hemolytic-uremic syndrome
128,0.974308,0.194862,same_family_ancestor_link,false,95deace3d457557c77d72e649025cf85,55773,NCBIGene:653361,NCF1,9308,MONDO:0009308,"granulomatous disease, chronic, autosomal recessive, cytochrome b-negative",4,0.9,25,2.18616594804168,0.10683760683760683,0,0,1,0,0,chronic granulomatous disease (depth 1),
131,0.97205,0.19441,same_family_ancestor_link,false,45ab14c363f72881de33f03a206e115a,50805,NCBIGene:718,C3,13042,MONDO:0013042,atypical hemolytic-uremic syndrome with B factor anomaly,4,0.22976370035193563,12,0.27448222659484495,0.4,0,0,3,0,2,hemolytic-uremic syndrome (depth 4) | atypical hemolytic-uremic syndrome (depth 2),atypical hemolytic-uremic syndrome with C3 anomaly via atypical hemolytic-uremic syndrome
135,0.970376,0.194075,same_family_ancestor_link,false,38e9b406c41c358a8597a98d40e012c7,50805,NCBIGene:718,C3,13044,MONDO:0013044,atypical hemolytic-uremic syndrome with thrombomodulin anomaly,5,0.3066867772750126,13,0.3514053035179219,0.43333333333333335,0,0,3,0,2,hemolytic-uremic syndrome (depth 4) | atypical hemolytic-uremic syndrome (depth 2),atypical hemolytic-uremic syndrome with C3 anomaly via atypical hemolytic-uremic syndrome
137,0.967757,0.193551,same_family_ancestor_link,false,d30204707c60b24cf4acb1f7a2efc788,51078,NCBIGene:1536,CYBB,9308,MONDO:0009308,"granulomatous disease, chronic, autosomal recessive, cytochrome b-negative",6,1.6,25,2.685933281685235,0.4032258064516129,0,0,1,0,0,chronic granulomatous disease (depth 1),
203,0.773852,0.193463,same_family_shared_ancestor,false,8d92bf72b3619ddd776fe9d3a1407527,53556,NCBIGene:10566,AKAP3,23262,MONDO:0032686,spermatogenic failure 35,6,0.08302208616475025,6,0.08302208616475025,0.75,0,0,0,0,2,,spermatogenic failure 82 via spermatogenic failure
204,0.772781,0.193195,same_family_shared_ancestor,false,cf9d2bed9979eeafe6f4cbc9a9da136b,55041,NCBIGene:84074,QRICH2,26864,MONDO:0957249,spermatogenic failure 82,6,0.08302208616475025,6,0.08302208616475025,0.75,0,0,0,0,2,,spermatogenic failure 35 via spermatogenic failure
142,0.965525,0.193105,same_family_ancestor_link,false,1d5d577698d1a59c5f4386c689627b37,52038,NCBIGene:4688,NCF2,9308,MONDO:0009308,"granulomatous disease, chronic, autosomal recessive, cytochrome b-negative",6,1.2666666666666666,25,2.18616594804168,0.3968253968253968,0,0,1,0,0,chronic granulomatous disease (depth 1),
148,0.952502,0.1905,same_family_ancestor_link,false,a28a366d8258eddafabbe4ede08243f1,51078,NCBIGene:1536,CYBB,9309,MONDO:0009309,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 1",5,1.1,24,2.185933281685235,0.3870967741935484,0,0,1,0,0,chronic granulomatous disease (depth 1),
205,0.758572,0.189643,same_family_shared_ancestor,false,11aff5fb0babf96ba27eb350476bbe9b,55307,NCBIGene:122481,AK7,22666,MONDO:0029148,spermatogenic failure 34,8,0.24227267164484392,8,0.24227267164484392,0.8888888888888888,0,0,0,0,2,,spermatogenic failure 27 via spermatogenic failure
206,0.756957,0.189239,same_family_shared_ancestor,false,adfc45da65d91cd51bf68452622945bc,55398,NCBIGene:144406,CFAP251,22666,MONDO:0029148,spermatogenic failure 34,8,0.14487007424224652,8,0.14487007424224652,0.8888888888888888,0,0,0,0,2,,spermatogenic failure 33 via spermatogenic failure
