pair_id,label,gene_concept_id,gene_curie,gene_label,disease_concept_id,disease_curie,disease_label,seed_phenotype_count,seed_phenotype_rarity_score,shared_phenotype_count,shared_phenotype_rarity_score,phenotype_jaccard,shared_ratio_to_gene,shared_ratio_to_disease,gene_alias_count,gene_member_count,gene_xref_count,gene_phenotype_count,gene_out_degree,disease_alias_count,disease_member_count,disease_xref_count,disease_phenotype_count,disease_lacks_phenotype_count,disease_in_degree,disease_out_degree,disease_trial_count
aa6b67a5534791177645f33cfa2273be,1,50995,NCBIGene:1302,COL11A2,8490,MONDO:0008490,"otospondylomegaepiphyseal dysplasia, autosomal dominant",0,0,14,0.8818800300505908,0.08974358974358974,0.08974358974358974,1,1,2,0,156,177,29,1,14,14,0,2,16,0
aa6b67a5534791177645f33cfa2273be,1,50995,NCBIGene:1302,COL11A2,8490,MONDO:0008490,"otospondylomegaepiphyseal dysplasia, autosomal dominant",0,0,14,0.8818800300505908,0.08974358974358974,0.08974358974358974,1,1,2,0,156,177,29,1,14,14,0,2,16,0
bba842d6c4f2c401e0fa7e501a34f543,1,50895,NCBIGene:999,CDH1,58285,ORPHA:1997,Blepharo-cheilo-odontic syndrome,1,0.3333333333333333,14,0.8510893773614765,0.1917808219178082,0.1917808219178082,1,1,2,0,73,95,1,1,0,14,0,2,14,0
d011c318a9b2fba3093c28bb6205acfa,1,50887,NCBIGene:973,CD79A,13288,MONDO:0013288,"agammaglobulinemia 3, autosomal recessive",5,0.6408730158730159,14,1.371802482885035,0.32558139534883723,0.32558139534883723,1,1,2,0,43,46,6,1,5,14,0,2,15,0
d011c318a9b2fba3093c28bb6205acfa,1,50887,NCBIGene:973,CD79A,13288,MONDO:0013288,"agammaglobulinemia 3, autosomal recessive",5,0.6408730158730159,14,1.371802482885035,0.32558139534883723,0.32558139534883723,1,1,2,0,43,46,6,1,5,14,0,2,15,0
d042b779c571ff421a488f278ca41ba4,1,50974,NCBIGene:1278,COL1A2,22957,MONDO:0030855,combined osteogenesis imperfecta and Ehlers-Danlos syndrome 2,0,0,14,0.7461824214181944,0.07106598984771574,0.07106598984771574,1,1,2,0,197,222,4,1,4,14,0,2,16,0
d042b779c571ff421a488f278ca41ba4,1,50974,NCBIGene:1278,COL1A2,22957,MONDO:0030855,combined osteogenesis imperfecta and Ehlers-Danlos syndrome 2,0,0,14,0.7461824214181944,0.07106598984771574,0.07106598984771574,1,1,2,0,197,222,4,1,4,14,0,2,16,0
d6ed450398f31a8bdaa4a31abb4e186f,1,50700,NCBIGene:412,STS,10622,MONDO:0010622,recessive X-linked ichthyosis,2,0.2261904761904762,14,0.7844036629719323,0.2978723404255319,0.2978723404255319,1,1,2,0,47,51,19,1,14,14,0,3,17,0
d6ed450398f31a8bdaa4a31abb4e186f,1,50700,NCBIGene:412,STS,10622,MONDO:0010622,recessive X-linked ichthyosis,2,0.2261904761904762,14,0.7844036629719323,0.2978723404255319,0.2978723404255319,1,1,2,0,47,51,19,1,14,14,0,3,17,0
d6f4f52ff250a328f7aba5624af5c3ad,1,50977,NCBIGene:1282,COL4A1,12726,MONDO:0012726,autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome,1,0.375,14,1.4652445049966822,0.10526315789473684,0.10526315789473684,1,1,2,0,133,151,6,1,8,14,0,2,17,0
d6f4f52ff250a328f7aba5624af5c3ad,1,50977,NCBIGene:1282,COL4A1,12726,MONDO:0012726,autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome,1,0.375,14,1.4652445049966822,0.10526315789473684,0.10526315789473684,1,1,2,0,133,151,6,1,8,14,0,2,17,0
d880c160bea7efc5db16b2f6fe8b400d,1,50998,NCBIGene:1308,COL17A1,55918,ORPHA:79402,Intermediate generalized junctional epidermolysis bullosa,0,0,14,0.5857571733652912,0.13725490196078433,0.13725490196078433,1,1,2,0,102,113,1,1,0,14,0,5,14,0
e750be33f7bb63119789145ff06c0dab,1,50843,NCBIGene:819,CAMLG,26718,MONDO:0859357,"congenital disorder of glycosylation, type IIz",8,0.2098040847597785,14,0.4337260004193011,1,1,1,1,2,0,14,16,1,1,5,14,0,2,15,0
e750be33f7bb63119789145ff06c0dab,1,50843,NCBIGene:819,CAMLG,26718,MONDO:0859357,"congenital disorder of glycosylation, type IIz",8,0.2098040847597785,14,0.4337260004193011,1,1,1,1,2,0,14,16,1,1,5,14,0,2,15,0
